a = 3402315.263323; b = 5050000.343311; cout = 4038649896607.652832
a = 3508464.212721; b = 3870000.646643; cout = 388878196705.777649
a = 3508465.664590; b = 3880000.746738; cout = 390254509749.869446
a = 3508467.116459; b = 3890000.846833; cout = 391831585144.354248
a = 3508468.568327; b = 3900000.946928; cout = 393609422889.212341
a = 3508470.020196; b = 3910001.047023; cout = 395588022984.457886
a = 3508471.472065; b = 3920001.147119; cout = 397767385430.083618
a = 3508472.923933; b = 3930001.247214; cout = 400147510226.083557
a = 3508474.375802; b = 3940001.347309; cout = 402728397372.471252
a = 3508475.827671; b = 3950001.447404; cout = 405510046869.232788
a = 3508477.279539; b = 3960001.547499; cout = 408492458716.382263
a = 3508478.731408; b = 3970001.647594; cout = 411675632913.904907
a = 3508480.183277; b = 3980001.747689; cout = 415059569461.816467
a = 3508481.635145; b = 3990001.847784; cout = 418644268360.099304
a = 3508483.087014; b = 4000001.947880; cout = 422429729608.772156
a = 3508484.538883; b = 4010002.047975; cout = 426415953207.814758
a = 3508485.990751; b = 4020002.148070; cout = 430602939157.255737
a = 3508487.442620; b = 4030002.248165; cout = 434990687457.059631
a = 3508488.894489; b = 4040002.348260; cout = 439579198107.255249
a = 3508490.346357; b = 4050002.448355; cout = 444368471107.824463
a = 3508491.798226; b = 4060002.548450; cout = 449358506458.779419
a = 3508493.250095; b = 4070002.648546; cout = 454549304160.113647
a = 3508494.701963; b = 4080002.748641; cout = 459940864211.828857
a = 3508496.153832; b = 4090002.848736; cout = 465533186613.920715
a = 3508497.605700; b = 4100002.948831; cout = 471326271366.394470
a = 3508499.057569; b = 4110003.048926; cout = 477320118469.250671
a = 3508500.509438; b = 4120003.149021; cout = 483514727922.489441
a = 3508501.961306; b = 4130003.249116; cout = 489910099726.104248
a = 3508503.413175; b = 4140003.349212; cout = 496506233880.101379
a = 3508504.865044; b = 4150003.449307; cout = 503303130384.478638
a = 3508506.316912; b = 4160003.549402; cout = 510300789239.240234
a = 3508507.768781; b = 4170003.649497; cout = 517499210444.380676
a = 3508509.220650; b = 4180003.749592; cout = 524898393999.898743
a = 3508510.672518; b = 4190003.849687; cout = 532498339905.800415
a = 3508512.124387; b = 4200003.949782; cout = 540299048162.081116
a = 3508513.576256; b = 4210004.049877; cout = 548300518768.745911
a = 3508515.028124; b = 4220004.149973; cout = 556502751725.787598
a = 3508516.479993; b = 4230004.250068; cout = 564905747033.210083
a = 3508517.931862; b = 4240004.350163; cout = 573509504691.016235
a = 3508519.383730; b = 4250004.450258; cout = 582314024699.197998
a = 3508520.835599; b = 4260004.550353; cout = 591319307057.767822
a = 3508522.287468; b = 4270004.650448; cout = 600525351766.709717
a = 3508523.739336; b = 4280004.750543; cout = 609932158826.039795
a = 3508525.191205; b = 4290004.850639; cout = 619539728235.747681
a = 3508526.643074; b = 4300004.950734; cout = 629348059995.832397
a = 3508528.094942; b = 4310005.050829; cout = 639357154106.302002
a = 3508529.546811; b = 4320005.150924; cout = 649567010567.152832
a = 3508530.998680; b = 4330005.251019; cout = 659977629378.383423
a = 3508499.559659; b = 4340002.064105; cout = 3344375712166.045898
a = 3508501.011528; b = 4350002.164201; cout = 3348600850526.932129
a = 3508502.463396; b = 4360002.264296; cout = 3353026751238.196777
a = 3508503.915265; b = 4370002.364391; cout = 3357653414299.837402
a = 3508505.367134; b = 4380002.464486; cout = 3362480839711.862305
a = 3508506.819002; b = 4390002.564581; cout = 3367509027474.268555
a = 3508508.270871; b = 4400002.664676; cout = 3372737977587.052246
a = 3508509.722740; b = 4410002.764771; cout = 3378167690050.221191
a = 3508511.174608; b = 4420002.864866; cout = 3383798164863.764648
a = 3508512.626477; b = 4430002.964962; cout = 3389629402027.693359
a = 3508514.078346; b = 4440003.065057; cout = 3395661401541.998047
a = 3508515.530214; b = 4450003.165152; cout = 3401894163406.690918
a = 3508516.982083; b = 4460003.265247; cout = 3408327687621.759766
a = 3508518.433951; b = 4470003.365342; cout = 3414961974187.209961
a = 3508519.885820; b = 4480003.465437; cout = 3421797023103.035645
a = 3509524.935845; b = 3650001.880537; cout = 2958223755805.031250
a = 3509526.387714; b = 3660001.980633; cout = 2962091312269.414062
a = 3509527.839582; b = 3670002.080728; cout = 2966159631084.181152
a = 3509529.291451; b = 3680002.180823; cout = 2970428712249.330078
a = 3509530.743320; b = 3690002.280918; cout = 2974898555764.860840
a = 3509532.195188; b = 3700002.381013; cout = 2979569161630.759277
a = 3509533.647057; b = 3710002.481108; cout = 2984440529847.052246
a = 3509535.098926; b = 3720002.581203; cout = 2989512660413.710449
a = 3509536.550794; b = 3730002.681298; cout = 2994785553330.760254
a = 3509538.002663; b = 3740002.781394; cout = 3000259208598.192871
a = 3509539.454532; b = 3750002.881489; cout = 3005933626216.005371
a = 3509540.906400; b = 3760002.981584; cout = 3011808806184.194824
a = 3509542.358269; b = 3770003.081679; cout = 3017884748502.772461
a = 3509543.810138; b = 3780003.181774; cout = 3024161453171.716309
a = 3509465.326062; b = 3790000.319699; cout = 3030066647708.559082
a = 3509457.908838; b = 3800000.091309; cout = 374207840787.801025
a = 3509459.360707; b = 3810000.191404; cout = 374470606594.191833
a = 3509460.812575; b = 3820000.291499; cout = 374934134750.960693
a = 3509462.264444; b = 3830000.391595; cout = 375598425258.111206
a = 3509463.716313; b = 3840000.491690; cout = 376463478115.630493
a = 3509465.168181; b = 3850000.591785; cout = 377529293323.543518
a = 3509466.620050; b = 3860000.691880; cout = 378795870881.839294
a = 3509468.071919; b = 3870000.791975; cout = 380263210790.506470
a = 3509469.523787; b = 3880000.892070; cout = 381931313049.562622
a = 3509470.975656; b = 3890000.992165; cout = 383800177658.991760
a = 3509472.427525; b = 3900001.092260; cout = 385869804618.813843
a = 3509473.879393; b = 3910001.192356; cout = 388140193929.007996
a = 3509475.331262; b = 3920001.292451; cout = 390611345589.579346
a = 3509476.783131; b = 3930001.392546; cout = 393283259600.538513
a = 3509478.234999; b = 3940001.492641; cout = 396155935961.870483
a = 3509479.686868; b = 3950001.592736; cout = 399229374673.596863
a = 3509481.138737; b = 3960001.692831; cout = 402503575735.690430
a = 3509482.590605; b = 3970001.792926; cout = 405978539148.168335
a = 3509484.042474; b = 3980001.893022; cout = 409654264911.027710
a = 3509485.494343; b = 3990001.993117; cout = 413530753024.266602
a = 3509486.946211; b = 4000002.093212; cout = 417608003487.889587
a = 3509488.398080; b = 4010002.193307; cout = 421886016301.890381
a = 3509489.849949; b = 4020002.293402; cout = 426364791466.270386
a = 3509491.301817; b = 4030002.393497; cout = 431044328981.032776
a = 3509492.753686; b = 4040002.493592; cout = 435924628846.172668
a = 3509494.205555; b = 4050002.593687; cout = 441005691061.702576
a = 3509495.657423; b = 4060002.693783; cout = 446287515627.605347
a = 3509497.109292; b = 4070002.793878; cout = 451770102543.888550
a = 3509498.561161; b = 4080002.893973; cout = 457453451810.553467
a = 3509500.013029; b = 4090002.994068; cout = 463337563427.599304
a = 3509501.464898; b = 4100003.094163; cout = 469422437395.030396
a = 3509502.916767; b = 4110003.194258; cout = 475708073712.837585
a = 3509504.368635; b = 4120003.294353; cout = 482194472381.025574
a = 3509505.820504; b = 4130003.394449; cout = 488881633399.592773
a = 3509507.272373; b = 4140003.494544; cout = 495769556768.543396
a = 3509508.724241; b = 4150003.594639; cout = 502858242487.875610
a = 3509510.176110; b = 4160003.694734; cout = 510147690557.584778
a = 3509511.627979; b = 4170003.794829; cout = 517637900977.677063
a = 3509513.079847; b = 4180003.894924; cout = 525328873748.147583
a = 3509514.531716; b = 4190003.995019; cout = 533220608869.003235
a = 3509515.983585; b = 4200004.095115; cout = 541313106340.237976
a = 3509517.435453; b = 4210004.195210; cout = 549606366161.850830
a = 3509518.887322; b = 4220004.295305; cout = 558100388333.844116
a = 3509520.339191; b = 4230004.395400; cout = 566795172856.219482
a = 3509521.791059; b = 4240004.495495; cout = 575690719728.977661
a = 3509523.242928; b = 4250004.595590; cout = 584787028952.115967
a = 3509524.694797; b = 4260004.695685; cout = 594084100525.631470
a = 3509526.146665; b = 4270004.795780; cout = 603581934449.530762
a = 3509527.598534; b = 4280004.895876; cout = 613280530723.808838
a = 3509529.050403; b = 4290004.995971; cout = 623179889348.469849
a = 3509530.502271; b = 4300005.096066; cout = 633280010323.506348
a = 3509531.954140; b = 4310005.196161; cout = 643580893648.928345
a = 3509533.406009; b = 4320005.296256; cout = 654082539324.731079
a = 3509501.966988; b = 4330002.109342; cout = 3338548369620.519043
a = 3509503.418856; b = 4340002.209438; cout = 3342864534845.969238
a = 3509504.870725; b = 4350002.309533; cout = 3347381462421.806152
a = 3509506.322594; b = 4360002.409628; cout = 3352099152348.020020
a = 3509507.774462; b = 4370002.509723; cout = 3357017604624.613770
a = 3509509.226331; b = 4380002.609818; cout = 3362136819251.592773
a = 3509510.678200; b = 4390002.709913; cout = 3367456796228.950195
a = 3509512.130068; b = 4400002.810008; cout = 3372977535556.684082
a = 3509513.581937; b = 4410002.910104; cout = 3378699037234.807129
a = 3509515.033806; b = 4420003.010199; cout = 3384621301263.304688
a = 3509516.485674; b = 4430003.110294; cout = 3390744327642.184570
a = 3509517.937543; b = 4440003.210389; cout = 3397068116371.444336
a = 3509519.389412; b = 4450003.310484; cout = 3403592667451.080566
a = 3509520.841280; b = 4460003.410579; cout = 3410317980881.106445
a = 3510527.343174; b = 3640001.925774; cout = 2957652723342.462402
a = 3510528.795043; b = 3650002.025870; cout = 2961611306671.415527
a = 3510530.246911; b = 3660002.125965; cout = 2965770652350.760742
a = 3510531.698780; b = 3670002.226060; cout = 2970130760380.477539
a = 3510533.150649; b = 3680002.326155; cout = 2974691630760.573242
a = 3510534.602517; b = 3690002.426250; cout = 2979453263491.048340
a = 3510536.054386; b = 3700002.526345; cout = 2984415658571.906250
a = 3510537.506255; b = 3710002.626440; cout = 2989578816003.139160
a = 3510538.958123; b = 3720002.726536; cout = 2994942735784.767578
a = 3510540.409992; b = 3730002.826631; cout = 3000507417916.766602
a = 3510541.861861; b = 3740002.926726; cout = 3006272862399.150879
a = 3510543.313729; b = 3750003.026821; cout = 3012239069231.906738
a = 3510544.765598; b = 3760003.126916; cout = 3018406038415.049805
a = 3510457.412430; b = 3769999.936356; cout = 363665663246.443604
a = 3510458.864298; b = 3780000.036451; cout = 363617931216.645081
a = 3510460.316167; b = 3790000.136546; cout = 363770961537.226929
a = 3510461.768036; b = 3800000.236641; cout = 364124754208.184204
a = 3510463.219904; b = 3810000.336736; cout = 364679309229.524109
a = 3510464.671773; b = 3820000.436832; cout = 365434626601.239014
a = 3510466.123642; b = 3830000.536927; cout = 366390706323.343872
a = 3510467.575510; b = 3840000.637022; cout = 367547548395.827698
a = 3510469.027379; b = 3850000.737117; cout = 368905152818.693909
a = 3510470.479248; b = 3860000.837212; cout = 370463519591.932739
a = 3510471.931116; b = 3870000.937307; cout = 372222648715.560730
a = 3510473.382985; b = 3880001.037402; cout = 374182540189.563232
a = 3510474.834854; b = 3890001.137498; cout = 376343194013.948486
a = 3510476.286722; b = 3900001.237593; cout = 378704610188.709656
a = 3510477.738591; b = 3910001.337688; cout = 381266788713.854065
a = 3510479.190460; b = 3920001.437783; cout = 384029729589.379456
a = 3510480.642328; b = 3930001.537878; cout = 386993432815.292664
a = 3510482.094197; b = 3940001.637973; cout = 390157898391.579529
a = 3510483.546066; b = 3950001.738068; cout = 393523126318.248169
a = 3510484.997934; b = 3960001.838163; cout = 397089116595.298157
a = 3510486.449803; b = 3970001.938259; cout = 400855869222.727112
a = 3510487.901672; b = 3980002.038354; cout = 404823384200.543579
a = 3510489.353540; b = 3990002.138449; cout = 408991661528.736450
a = 3510490.805409; b = 4000002.238544; cout = 413360701207.307922
a = 3510492.257278; b = 4010002.338639; cout = 417930503236.260925
a = 3510493.709146; b = 4020002.438734; cout = 422701067615.592773
a = 3510495.161015; b = 4030002.538829; cout = 427672394345.308838
a = 3510496.612884; b = 4040002.638925; cout = 432844483425.402039
a = 3510498.064752; b = 4050002.739020; cout = 438217334855.877380
a = 3510499.516621; b = 4060002.839115; cout = 443790948636.734436
a = 3510500.968490; b = 4070002.939210; cout = 449565324767.968628
a = 3510502.420358; b = 4080003.039305; cout = 455540463249.589600
a = 3510503.872227; b = 4090003.139400; cout = 461716364081.586670
a = 3510505.324096; b = 4100003.239495; cout = 468093027263.966370
a = 3510506.775964; b = 4110003.339590; cout = 474670452796.725342
a = 3510508.227833; b = 4120003.439686; cout = 481448640679.864929
a = 3510509.679702; b = 4130003.539781; cout = 488427590913.388916
a = 3510511.131570; b = 4140003.639876; cout = 495607303497.289368
a = 3510512.583439; b = 4150003.739971; cout = 502987778431.572205
a = 3510514.035308; b = 4160003.840066; cout = 510569015716.234009
a = 3510515.487176; b = 4170003.940161; cout = 518351015351.276611
a = 3510516.939045; b = 4180004.040256; cout = 526333777336.701294
a = 3510518.390913; b = 4190004.140352; cout = 534517301672.507874
a = 3510519.842782; b = 4200004.240447; cout = 542901588358.691772
a = 3510521.294651; b = 4210004.340542; cout = 551486637395.258911
a = 3510522.746519; b = 4220004.440637; cout = 560272448782.206787
a = 3510524.198388; b = 4230004.540732; cout = 569259022519.535522
a = 3510525.650257; b = 4240004.640827; cout = 578446358607.240967
a = 3510527.102125; b = 4250004.740922; cout = 587834457045.328369
a = 3510528.553994; b = 4260004.841018; cout = 597423317833.801880
a = 3510530.005863; b = 4270004.941113; cout = 607212940972.648804
a = 3510531.457731; b = 4280005.041208; cout = 617203326461.883423
a = 3510532.909600; b = 4290005.141303; cout = 627394474301.493530
a = 3510534.361469; b = 4300005.241398; cout = 637786384491.488525
a = 3510535.813337; b = 4310005.341493; cout = 648379057031.856079
a = 3510504.374317; b = 4320002.154580; cout = 3332912634835.761230
a = 3510505.826185; b = 4330002.254675; cout = 3337319826925.795898
a = 3510507.278054; b = 4340002.354770; cout = 3341927781366.189941
a = 3510508.729923; b = 4350002.454865; cout = 3346736498156.982910
a = 3510510.181791; b = 4360002.554960; cout = 3351745977298.148438
a = 3510511.633660; b = 4370002.655055; cout = 3356956218789.693848
a = 3510513.085529; b = 4380002.755150; cout = 3362367222631.624023
a = 3510514.537397; b = 4390002.855245; cout = 3367978988823.933105
a = 3510515.989266; b = 4400002.955341; cout = 3373791517366.619141
a = 3510517.441135; b = 4410003.055436; cout = 3379804808259.692871
a = 3510518.893003; b = 4420003.155531; cout = 3386018861503.143555
a = 3510520.344872; b = 4430003.255626; cout = 3392433677096.972168
a = 3510450.742544; b = 4440000.394194; cout = 3398888162782.630859
a = 3511529.750503; b = 3630001.971012; cout = 2957273298640.667480
a = 3511531.202372; b = 3640002.071107; cout = 2961322908834.196289
a = 3511532.654240; b = 3650002.171202; cout = 2965573281378.097168
a = 3511534.106109; b = 3660002.271297; cout = 2970024416272.391113
a = 3511535.557978; b = 3670002.371392; cout = 2974676313517.058105
a = 3511537.009846; b = 3680002.471487; cout = 2979528973112.106445
a = 3511538.461715; b = 3690002.571582; cout = 2984582395057.541504
a = 3511539.913584; b = 3700002.671677; cout = 2989836579353.350586
a = 3511541.365452; b = 3710002.771773; cout = 2995291525999.543945
a = 3511542.817321; b = 3720002.871868; cout = 3000947234996.109863
a = 3511544.269190; b = 3730002.971963; cout = 3006803706343.064941
a = 3511456.916021; b = 3739999.781403; cout = 353754035409.110413
a = 3511458.367890; b = 3749999.881498; cout = 353395805543.101746
a = 3511459.819759; b = 3759999.981593; cout = 353238338027.500610
a = 3511461.271627; b = 3770000.081688; cout = 353281632862.266541
a = 3511462.723496; b = 3780000.181783; cout = 353525690047.425415
a = 3511464.175365; b = 3790000.281878; cout = 353970509582.946106
a = 3511465.627233; b = 3800000.381974; cout = 354616091468.866577
a = 3511467.079102; b = 3810000.482069; cout = 355462435705.151062
a = 3511468.530971; b = 3820000.582164; cout = 356509542291.832336
a = 3511469.982839; b = 3830000.682259; cout = 357757411228.880188
a = 3511471.434708; b = 3840000.782354; cout = 359206042516.321716
a = 3511472.886577; b = 3850000.882449; cout = 360855436154.130981
a = 3511474.338445; b = 3860000.982544; cout = 362705592142.334717
a = 3511475.790314; b = 3870001.082639; cout = 364756510480.906128
a = 3511477.242183; b = 3880001.182735; cout = 367008191169.862366
a = 3511478.694051; b = 3890001.282830; cout = 369460634209.198792
a = 3511480.145920; b = 3900001.382925; cout = 372113839598.912720
a = 3511481.597788; b = 3910001.483020; cout = 374967807339.016785
a = 3511483.049657; b = 3920001.583115; cout = 378022537429.493225
a = 3511484.501526; b = 3930001.683210; cout = 381278029870.353699
a = 3511485.953394; b = 3940001.783305; cout = 384734284661.586792
a = 3511487.405263; b = 3950001.883401; cout = 388391301803.210876
a = 3511488.857132; b = 3960001.983496; cout = 392249081295.213501
a = 3511490.309000; b = 3970002.083591; cout = 396307623137.597778
a = 3511491.760869; b = 3980002.183686; cout = 400566927330.355713
a = 3511493.212738; b = 3990002.283781; cout = 405026993873.500305
a = 3511494.664606; b = 4000002.383876; cout = 409687822767.021790
a = 3511496.116475; b = 4010002.483971; cout = 414549414010.933411
a = 3511497.568344; b = 4020002.584066; cout = 419611767605.216492
a = 3511499.020212; b = 4030002.684162; cout = 424874883549.883789
a = 3511500.472081; b = 4040002.784257; cout = 430338761844.929565
a = 3511501.923950; b = 4050002.884352; cout = 436003402490.356018
a = 3511503.375818; b = 4060002.984447; cout = 441868805486.168274
a = 3511504.827687; b = 4070003.084542; cout = 447934970832.354675
a = 3511506.279556; b = 4080003.184637; cout = 454201898528.924561
a = 3511507.731424; b = 4090003.284732; cout = 460669588575.875305
a = 3511509.183293; b = 4100003.384828; cout = 467338040973.204651
a = 3511510.635162; b = 4110003.484923; cout = 474207255720.919128
a = 3511512.087030; b = 4120003.585018; cout = 481277232819.010315
a = 3511513.538899; b = 4130003.685113; cout = 488547972267.483337
a = 3511514.990768; b = 4140003.785208; cout = 496019474066.334656
a = 3511516.442636; b = 4150003.885303; cout = 503691738215.571411
a = 3511517.894505; b = 4160003.985398; cout = 511564764715.186462
a = 3511519.346374; b = 4170004.085494; cout = 519638553565.180359
a = 3511520.798242; b = 4180004.185589; cout = 527913104765.556946
a = 3511522.250111; b = 4190004.285684; cout = 536388418316.311523
a = 3511523.701980; b = 4200004.385779; cout = 545064494217.450439
a = 3511525.153848; b = 4210004.485874; cout = 553941332468.968994
a = 3511526.605717; b = 4220004.585969; cout = 563018933070.866943
a = 3511528.057586; b = 4230004.686064; cout = 572297296023.149170
a = 3511529.509454; b = 4240004.786159; cout = 581776421325.804810
a = 3511530.961323; b = 4250004.886255; cout = 591456308978.847534
a = 3511532.413192; b = 4260004.986350; cout = 601336958982.267700
a = 3511533.865060; b = 4270005.086445; cout = 611418371336.069824
a = 3511535.316929; b = 4280005.186540; cout = 621700546040.253052
a = 3511536.768798; b = 4290005.286635; cout = 632183483094.813965
a = 3511538.220666; b = 4300005.386730; cout = 642867182499.762573
a = 3511506.781645; b = 4310002.199817; cout = 3327468507811.794434
a = 3511508.233514; b = 4320002.299912; cout = 3331966726766.388184
a = 3511509.685383; b = 4330002.400007; cout = 3336665708071.364746
a = 3511511.137251; b = 4340002.500102; cout = 3341565451726.724609
a = 3511512.589120; b = 4350002.600197; cout = 3346665957732.462402
a = 3511514.040989; b = 4360002.700292; cout = 3351967226088.578125
a = 3511515.492857; b = 4370002.800387; cout = 3357469256795.078613
a = 3511516.944726; b = 4380002.900483; cout = 3363172049851.956543
a = 3511518.396595; b = 4390003.000578; cout = 3369075605259.217773
a = 3511519.848463; b = 4400003.100673; cout = 3375179923016.860352
a = 3511521.300332; b = 4410003.200768; cout = 3381485003124.884766
a = 3512534.987282; b = 3610002.245199; cout = 2953161332443.466797
a = 3512532.157832; b = 3620002.016249; cout = 2957085481699.657227
a = 3512533.609700; b = 3630002.116344; cout = 2961226118757.746582
a = 3512535.061569; b = 3640002.216439; cout = 2965567518166.234375
a = 3512536.513438; b = 3650002.316534; cout = 2970109679925.091797
a = 3512537.965306; b = 3660002.416629; cout = 2974852604034.337891
a = 3512539.417175; b = 3670002.516724; cout = 2979796290493.952637
a = 3512540.869044; b = 3680002.616819; cout = 2984940739303.953613
a = 3512542.320912; b = 3690002.716915; cout = 2990285950464.332520
a = 3512543.772781; b = 3700002.817010; cout = 2995831923975.101562
a = 3512456.419613; b = 3709999.626449; cout = 344472957275.783875
a = 3512457.871481; b = 3719999.726545; cout = 343804229573.591797
a = 3512459.323350; b = 3729999.826640; cout = 343336264221.794800
a = 3512460.775219; b = 3739999.926735; cout = 343069061220.369019
a = 3512462.227087; b = 3750000.026830; cout = 343002620569.340088
a = 3512463.678956; b = 3760000.126925; cout = 343136942268.675781
a = 3512465.130825; b = 3770000.227020; cout = 343472026318.399658
a = 3512466.582693; b = 3780000.327115; cout = 344007872718.496643
a = 3512468.034562; b = 3790000.427211; cout = 344744481468.979309
a = 3512469.486431; b = 3800000.527306; cout = 345681852569.844543
a = 3512470.938299; b = 3810000.627401; cout = 346819986021.092346
a = 3512472.390168; b = 3820000.727496; cout = 348158881822.712463
a = 3512473.842037; b = 3830000.827591; cout = 349698539974.720398
a = 3512475.293905; b = 3840000.927686; cout = 351438960477.107849
a = 3512476.745774; b = 3850001.027781; cout = 353380143329.877625
a = 3512478.197643; b = 3860001.127877; cout = 355522088533.020264
a = 3512479.649511; b = 3870001.227972; cout = 357864796086.551636
a = 3512481.101380; b = 3880001.328067; cout = 360408265990.456299
a = 3512482.553249; b = 3890001.428162; cout = 363152498244.743958
a = 3512484.005117; b = 3900001.528257; cout = 366097492849.418823
a = 3512485.456986; b = 3910001.628352; cout = 369243249804.464844
a = 3512486.908855; b = 3920001.728447; cout = 372589769109.895874
a = 3512488.360723; b = 3930001.828542; cout = 376137050765.709106
a = 3512489.812592; b = 3940001.928638; cout = 379885094771.904175
a = 3512491.264461; b = 3950002.028733; cout = 383833901128.474731
a = 3512492.716329; b = 3960002.128828; cout = 387983469835.429993
a = 3512494.168198; b = 3970002.228923; cout = 392333800892.762024
a = 3512495.620067; b = 3980002.329018; cout = 396884894300.477905
a = 3512497.071935; b = 3990002.429113; cout = 401636750058.575195
a = 3512498.523804; b = 4000002.529208; cout = 406589368167.051697
a = 3512499.975673; b = 4010002.629304; cout = 411742748625.906250
a = 3512501.427541; b = 4020002.729399; cout = 417096891435.143921
a = 3512502.879410; b = 4030002.829494; cout = 422651796594.759460
a = 3512504.331279; b = 4040002.929589; cout = 428407464104.762390
a = 3512505.783147; b = 4050003.029684; cout = 434363893965.141357
a = 3512507.235016; b = 4060003.129779; cout = 440521086175.900940
a = 3512508.686885; b = 4070003.229874; cout = 446879040737.041870
a = 3512510.138753; b = 4080003.329969; cout = 453437757648.561401
a = 3512511.590622; b = 4090003.430065; cout = 460197236910.466614
a = 3512513.042491; b = 4100003.530160; cout = 467157478522.748901
a = 3512514.494359; b = 4110003.630255; cout = 474318482485.411682
a = 3512515.946228; b = 4120003.730350; cout = 481680248798.454407
a = 3512517.398097; b = 4130003.830445; cout = 489242777461.880798
a = 3512518.849965; b = 4140003.930540; cout = 497006068475.688843
a = 3512520.301834; b = 4150004.030635; cout = 504970121839.872742
a = 3512521.753703; b = 4160004.130731; cout = 513134937554.438782
a = 3512523.205571; b = 4170004.230826; cout = 521500515619.384705
a = 3512524.657440; b = 4180004.330921; cout = 530066856034.712891
a = 3512526.109309; b = 4190004.431016; cout = 538833958800.424683
a = 3512527.561177; b = 4200004.531111; cout = 547801823916.512695
a = 3512529.013046; b = 4210004.631206; cout = 556970451382.985474
a = 3512530.464915; b = 4220004.731301; cout = 566339841199.831299
a = 3512531.916783; b = 4230004.831397; cout = 575909993367.066284
a = 3512533.368652; b = 4240004.931492; cout = 585680907884.677490
a = 3512534.820521; b = 4250005.031587; cout = 595652584752.669922
a = 3512536.272389; b = 4260005.131682; cout = 605825023971.040771
a = 3512537.724258; b = 4270005.231777; cout = 616198225539.797241
a = 3512539.176126; b = 4280005.331872; cout = 626772189458.929932
a = 3512540.627995; b = 4290005.431967; cout = 637546915728.449951
a = 3512509.188974; b = 4300002.245054; cout = 3322215988548.600098
a = 3512510.640843; b = 4310002.345149; cout = 3326805234367.768555
a = 3512512.092712; b = 4320002.445244; cout = 3331595242537.313477
a = 3512513.544580; b = 4330002.545339; cout = 3336586013057.244141
a = 3512514.996449; b = 4340002.645434; cout = 3341777545927.551758
a = 3512516.448318; b = 4350002.745529; cout = 3347169841148.242676
a = 3512517.900186; b = 4360002.845624; cout = 3352762898719.312500
a = 3512519.352055; b = 4370002.945720; cout = 3358556718640.763672
a = 3512520.803924; b = 4380003.045815; cout = 3364551300912.595703
a = 3512522.255792; b = 4390003.145910; cout = 3370746645534.806641
a = 3513533.113292; b = 3600001.961390; cout = 2953058370947.130371
a = 3513534.565161; b = 3610002.061486; cout = 2957089272519.416504
a = 3513536.017029; b = 3620002.161581; cout = 2961320936442.094238
a = 3513537.468898; b = 3630002.261676; cout = 2965753362715.143066
a = 3513538.920767; b = 3640002.361771; cout = 2970386551338.571289
a = 3513540.372635; b = 3650002.461866; cout = 2975220502312.385254
a = 3513541.824504; b = 3660002.561961; cout = 2980255215636.568848
a = 3513543.276373; b = 3670002.662056; cout = 2985490691311.143555
a = 3513535.856615; b = 3680002.433538; cout = 2990871329602.739258
a = 3513457.375073; b = 3689999.571591; cout = 334843203308.106567
a = 3513458.826942; b = 3699999.671687; cout = 334064740120.109558
a = 3513460.278810; b = 3709999.771782; cout = 333487039282.498047
a = 3513461.730679; b = 3719999.871877; cout = 333110100795.268250
a = 3513463.182548; b = 3729999.971972; cout = 332933924658.425049
a = 3513464.634416; b = 3740000.072067; cout = 332958510871.955994
a = 3513466.086285; b = 3750000.172162; cout = 333183859435.866821
a = 3513467.538154; b = 3760000.272257; cout = 333609970350.159302
a = 3513468.990022; b = 3770000.372353; cout = 334236843614.822388
a = 3513470.441891; b = 3780000.472448; cout = 335064479229.895142
a = 3513471.893760; b = 3790000.572543; cout = 336092877195.321594
a = 3513473.345628; b = 3800000.672638; cout = 337322037511.143127
a = 3513474.797497; b = 3810000.772733; cout = 338751960177.329407
a = 3513476.249366; b = 3820000.872828; cout = 340382645193.909790
a = 3513477.701234; b = 3830000.972923; cout = 342214092560.865234
a = 3513479.153103; b = 3840001.073018; cout = 344246302278.208191
a = 3513480.604972; b = 3850001.173114; cout = 346479274345.920837
a = 3513482.056840; b = 3860001.273209; cout = 348913008764.026184
a = 3513483.508709; b = 3870001.373304; cout = 351547505532.500305
a = 3513484.960578; b = 3880001.473399; cout = 354382764651.363464
a = 3513486.412446; b = 3890001.573494; cout = 357418786120.600830
a = 3513487.864315; b = 3900001.673589; cout = 360655569940.225037
a = 3513489.316184; b = 3910001.773684; cout = 364093116110.223328
a = 3513490.768052; b = 3920001.873780; cout = 367731424630.609985
a = 3513492.219921; b = 3930001.973875; cout = 371570495501.374268
a = 3513493.671790; b = 3940002.073970; cout = 375610328722.516846
a = 3513495.123658; b = 3950002.174065; cout = 379850924294.041077
a = 3513496.575527; b = 3960002.274160; cout = 384292282215.943176
a = 3513498.027396; b = 3970002.374255; cout = 388934402488.235779
a = 3513499.479264; b = 3980002.474350; cout = 393777285110.897827
a = 3513500.931133; b = 3990002.574445; cout = 398820930083.947449
a = 3513502.383001; b = 4000002.674541; cout = 404065337407.373474
a = 3513503.834870; b = 4010002.774636; cout = 409510507081.183167
a = 3513505.286739; b = 4020002.874731; cout = 415156439105.374023
a = 3513506.738607; b = 4030002.974826; cout = 421003133479.946167
a = 3513508.190476; b = 4040003.074921; cout = 427050590204.894287
a = 3513509.642345; b = 4050003.175016; cout = 433298809280.226379
a = 3513511.094213; b = 4060003.275111; cout = 439747790705.938843
a = 3513512.546082; b = 4070003.375207; cout = 446397534482.033325
a = 3513513.997951; b = 4080003.475302; cout = 453248040608.504517
