a = 3299112.316378; b = 6389998.786843; cout = 6752069965260.987305
a = 3526523.515196; b = 3800002.561956; cout = 280917011215.398132
a = 3526524.967065; b = 3810002.662052; cout = 286140193675.967285
a = 3526526.418933; b = 3820002.762147; cout = 291564138486.918884
a = 3526527.870802; b = 3830002.862242; cout = 297188845648.252197
a = 3526529.322671; b = 3840002.962337; cout = 303014315159.963135
a = 3526530.774539; b = 3850003.062432; cout = 309040547022.056885
a = 3526532.226408; b = 3860003.162527; cout = 315267541234.529053
a = 3526533.678277; b = 3870003.262622; cout = 321695297797.385620
a = 3526535.130145; b = 3880003.362718; cout = 328323816710.621521
a = 3526536.582014; b = 3890003.462813; cout = 335153097974.236145
a = 3526538.033883; b = 3900003.562908; cout = 342183141588.234009
a = 3526539.485751; b = 3910003.663003; cout = 349413947552.608582
a = 3526540.937620; b = 3920003.763098; cout = 356845515867.369873
a = 3526542.389489; b = 3930003.863193; cout = 364477846532.504883
a = 3526543.841357; b = 3940003.963288; cout = 372310939548.026611
a = 3526545.293226; b = 3950004.063384; cout = 380344794913.924561
a = 3526546.745095; b = 3960004.163479; cout = 388579412630.207886
a = 3526548.196963; b = 3970004.263574; cout = 397014792696.867249
a = 3526549.648832; b = 3980004.363669; cout = 405650935113.909790
a = 3526551.100701; b = 3990004.463764; cout = 414487839881.330688
a = 3526552.552569; b = 4000004.563859; cout = 423525506999.135925
a = 3526554.004438; b = 4010004.663954; cout = 432763936467.313110
a = 3526555.456307; b = 4020004.764049; cout = 442203128285.881470
a = 3526556.908175; b = 4030004.864145; cout = 451843082454.821472
a = 3526558.360044; b = 4040004.964240; cout = 461683798974.152588
a = 3526559.811913; b = 4050005.064335; cout = 471725277843.856140
a = 3526482.325947; b = 4060001.874418; cout = 3714587525916.746582
a = 3526483.777816; b = 4070001.974513; cout = 3718419460178.678223
a = 3526485.229684; b = 4080002.074608; cout = 3722452156790.979492
a = 3526486.681553; b = 4090002.174704; cout = 3726685615753.659180
a = 3526488.133421; b = 4100002.274799; cout = 3731119837066.720703
a = 3526489.585290; b = 4110002.374894; cout = 3735754820730.187500
a = 3526491.037159; b = 4120002.474989; cout = 3740590566744.010254
a = 3526492.489027; b = 4130002.575084; cout = 3745627075108.219238
a = 3526493.940896; b = 4140002.675179; cout = 3750864345822.804199
a = 3526495.392765; b = 4150002.775274; cout = 3756302378887.774902
a = 3526463.953744; b = 4159999.588361; cout = 6436247287669.018555
a = 3526465.405613; b = 4169999.688456; cout = 6435499840283.635742
a = 3526466.857481; b = 4179999.788551; cout = 6434953155248.653320
a = 3526468.309350; b = 4189999.888646; cout = 6434607232564.026367
a = 3526469.761219; b = 4199999.988741; cout = 6434462072229.800781
a = 3526471.213087; b = 4210000.088836; cout = 6434517674245.942383
a = 3526472.664956; b = 4220000.188932; cout = 6434774038612.465820
a = 3526474.116825; b = 4230000.289027; cout = 6435231165329.362305
a = 3526475.568693; b = 4240000.389122; cout = 6435889054396.658203
a = 3526477.020562; b = 4250000.489217; cout = 6436747705814.327148
a = 3526478.472431; b = 4260000.589312; cout = 6437807119582.369141
a = 3526479.924299; b = 4270000.689407; cout = 6439067295700.799805
a = 3526481.376168; b = 4280000.789502; cout = 6440528234169.616211
a = 3526482.828037; b = 4290000.889598; cout = 6442189934988.815430
a = 3526484.279905; b = 4300000.989693; cout = 6444052398158.381836
a = 3526485.731774; b = 4310001.089788; cout = 6446115623678.328125
a = 3526487.183643; b = 4320001.189883; cout = 6448379611548.666016
a = 3526488.635511; b = 4330001.289978; cout = 6450844361769.375000
a = 3526490.087380; b = 4340001.390073; cout = 6453509874340.465820
a = 3526491.539249; b = 4350001.490168; cout = 6456376149261.947266
a = 3526492.991117; b = 4360001.590263; cout = 6459443186533.800781
a = 3526494.442986; b = 4370001.690359; cout = 6462710986156.038086
a = 3526495.894855; b = 4380001.790454; cout = 6466179548128.656250
a = 3526497.346723; b = 4390001.890549; cout = 6469848872451.644531
a = 3526498.798592; b = 4400001.990644; cout = 6473718959125.031250
a = 3526500.250461; b = 4410002.090739; cout = 6477789808148.788086
a = 3526501.702329; b = 4420002.190834; cout = 6482061419522.920898
a = 3526503.154198; b = 4430002.290929; cout = 6486533793247.442383
a = 3526504.606067; b = 4440002.391025; cout = 6491206929322.348633
a = 3526506.057935; b = 4450002.491120; cout = 6496080827747.629883
a = 3526507.509804; b = 4460002.591215; cout = 6501155488523.285156
a = 3526508.961672; b = 4470002.691310; cout = 6506430911649.328125
a = 3526510.413541; b = 4480002.791405; cout = 6511907097125.749023
a = 3526511.865410; b = 4490002.891500; cout = 6517584044952.560547
a = 3526513.317278; b = 4500002.991595; cout = 6523461755129.748047
a = 3526514.769147; b = 4510003.091690; cout = 6529540227657.312500
a = 3526516.221016; b = 4520003.191786; cout = 6535819462535.250977
a = 3526517.672884; b = 4530003.291881; cout = 6542299459763.582031
a = 3526519.124753; b = 4540003.391976; cout = 6548980219342.292969
a = 3526520.576622; b = 4550003.492071; cout = 6555861741271.378906
a = 3526522.028490; b = 4560003.592166; cout = 6562944025550.845703
a = 3526523.480359; b = 4570003.692261; cout = 6570227072180.689453
a = 3526524.932228; b = 4580003.792356; cout = 6577710881160.919922
a = 3526526.384096; b = 4590003.892452; cout = 6585395452491.538086
a = 3526527.835965; b = 4600003.992547; cout = 6593280786172.526367
a = 3526529.287834; b = 4610004.092642; cout = 6601366882203.896484
a = 3526530.739702; b = 4620004.192737; cout = 6609653740585.653320
a = 3526532.191571; b = 4630004.292832; cout = 6618141361317.785156
a = 3526533.643440; b = 4640004.392927; cout = 6626829744400.296875
a = 3526535.095308; b = 4650004.493022; cout = 6635718889833.194336
a = 3526536.547177; b = 4660004.593118; cout = 6644808797616.463867
a = 3526537.999046; b = 4670004.693213; cout = 6654099467750.125000
a = 3526539.450914; b = 4680004.793308; cout = 6663590900234.163086
a = 3526540.902783; b = 4690004.893403; cout = 6673283095068.581055
a = 3526542.354652; b = 4700004.993498; cout = 6683176052253.371094
a = 3526543.806520; b = 4710005.093593; cout = 6693269771788.557617
a = 3526545.258389; b = 4720005.193688; cout = 6703564253674.112305
a = 3526546.710258; b = 4730005.293783; cout = 6714059497910.051758
a = 3526548.162126; b = 4740005.393879; cout = 6724755504496.363281
a = 3526549.613995; b = 4750005.493974; cout = 6735652273433.077148
a = 3526551.065864; b = 4760005.594069; cout = 6746749804720.154297
a = 3526552.517732; b = 4770005.694164; cout = 6758048098357.619141
a = 3527513.750656; b = 2799999.276083; cout = 5874948205915.379883
a = 3527515.202525; b = 2809999.376178; cout = 5873595330222.823242
a = 3527516.654394; b = 2819999.476273; cout = 5872443216880.634766
a = 3527518.106262; b = 2829999.576368; cout = 5871491865888.841797
a = 3527519.558131; b = 2839999.676463; cout = 5870741277247.409180
a = 3527521.010000; b = 2849999.776558; cout = 5870191450956.376953
a = 3527522.461868; b = 2859999.876654; cout = 5869842387015.711914
a = 3527523.913737; b = 2869999.976749; cout = 5869694085425.428711
a = 3527525.365606; b = 2880000.076844; cout = 5869746546185.534180
a = 3527526.817474; b = 2890000.176939; cout = 5869999769296.016602
a = 3527528.269343; b = 2900000.277034; cout = 5870453754756.875000
a = 3527529.721212; b = 2910000.377129; cout = 5871108502568.116211
a = 3527531.173080; b = 2920000.477224; cout = 5871964012729.736328
a = 3527532.624949; b = 2930000.577320; cout = 5873020285241.750000
a = 3527534.076818; b = 2940000.677415; cout = 5874277320104.129883
a = 3527535.528686; b = 2950000.777510; cout = 5875735117316.899414
a = 3527536.980555; b = 2960000.877605; cout = 5877393676880.043945
a = 3527538.432424; b = 2970000.977700; cout = 5879252998793.565430
a = 3527539.884292; b = 2980001.077795; cout = 5881313083057.470703
a = 3527541.336161; b = 2990001.177890; cout = 5883573929671.764648
a = 3527542.788030; b = 3000001.277985; cout = 5886035538636.437500
a = 3527544.239898; b = 3010001.378081; cout = 5888697909951.479492
a = 3527545.691767; b = 3020001.478176; cout = 5891561043616.911133
a = 3527547.143636; b = 3030001.578271; cout = 5894624939632.721680
a = 3527548.595504; b = 3040001.678366; cout = 5897889597998.915039
a = 3527550.047373; b = 3050001.778461; cout = 5901355018715.480469
a = 3527551.499242; b = 3060001.878556; cout = 5905021201782.436523
a = 3527552.951110; b = 3070001.978651; cout = 5908888147199.768555
a = 3527554.402979; b = 3080002.078747; cout = 5912955854967.486328
a = 3527555.854848; b = 3090002.178842; cout = 5917224325085.586914
a = 3527557.306716; b = 3100002.278937; cout = 5921693557554.065430
a = 3527558.758585; b = 3110002.379032; cout = 5926363552372.908203
a = 3527560.210454; b = 3120002.479127; cout = 5931234309542.151367
a = 3527561.662322; b = 3130002.579222; cout = 5936305829061.765625
a = 3527563.114191; b = 3140002.679317; cout = 5941578110931.764648
a = 3527564.566060; b = 3150002.779412; cout = 5947051155152.144531
a = 3527566.017928; b = 3160002.879508; cout = 5952724961722.900391
a = 3527567.469797; b = 3170002.979603; cout = 5958599530644.045898
a = 3527568.921665; b = 3180003.079698; cout = 5964674861915.571289
a = 3527570.373534; b = 3190003.179793; cout = 5970950955537.469727
a = 3527571.825403; b = 3200003.279888; cout = 5977427811509.746094
a = 3527573.277271; b = 3210003.379983; cout = 5984105429832.415039
a = 3527574.729140; b = 3220003.480078; cout = 5990983810505.448242
a = 3527576.181009; b = 3230003.580174; cout = 5998062953528.883789
a = 3527577.632877; b = 3240003.680269; cout = 6005342858902.674805
a = 3527579.084746; b = 3250003.780364; cout = 6012823526626.869141
a = 3527580.536615; b = 3260003.880459; cout = 6020504956701.417969
a = 3527581.988483; b = 3270003.980554; cout = 6028387149126.375977
a = 3527583.440352; b = 3280004.080649; cout = 6036470103901.683594
a = 3527584.892221; b = 3290004.180744; cout = 6044753821027.404297
a = 3527586.344089; b = 3300004.280840; cout = 6053238300503.494141
a = 3527498.990921; b = 3310001.090279; cout = 3400384073787.659668
a = 3527500.442790; b = 3320001.190374; cout = 3402653852050.804688
a = 3527501.894658; b = 3330001.290470; cout = 3405124392664.325684
a = 3527503.346527; b = 3340001.390565; cout = 3407795695628.238770
a = 3527504.798396; b = 3350001.490660; cout = 3410667760942.525879
a = 3527506.250264; b = 3360001.590755; cout = 3413740588607.187988
a = 3527507.702133; b = 3370001.690850; cout = 3417014178622.233887
a = 3527509.154002; b = 3380001.790945; cout = 3420488530987.657715
a = 3527510.605870; b = 3390001.891040; cout = 3424163645703.470703
a = 3527512.057739; b = 3400001.991136; cout = 3428039522769.665527
a = 3527513.509608; b = 3410002.091231; cout = 3432116162186.229980
a = 3527472.203384; b = 3419998.903674; cout = 219795107883.132690
a = 3527473.655253; b = 3429999.003769; cout = 217681110244.189758
a = 3527475.107122; b = 3439999.103864; cout = 215767874955.627106
a = 3527476.558990; b = 3449999.203959; cout = 214055402017.445831
a = 3527478.010859; b = 3459999.304054; cout = 212543691429.644501
a = 3527479.462728; b = 3469999.404149; cout = 211232743192.229126
a = 3527480.914596; b = 3479999.504244; cout = 210122557305.185577
a = 3527482.366465; b = 3489999.604339; cout = 209213133768.531158
a = 3527483.818334; b = 3499999.704435; cout = 208504472582.249054
a = 3527485.270202; b = 3509999.804530; cout = 207996573746.356842
a = 3527486.722071; b = 3519999.904625; cout = 207689437260.836243
a = 3527488.173940; b = 3530000.004720; cout = 207583063125.699982
a = 3527489.625808; b = 3540000.104815; cout = 207677451340.941315
a = 3527491.077677; b = 3550000.204910; cout = 207972601906.569214
a = 3527492.529546; b = 3560000.305005; cout = 208468514822.571686
a = 3527493.981414; b = 3570000.405101; cout = 209165190088.963165
a = 3527495.433283; b = 3580000.505196; cout = 210062627705.729950
a = 3527496.885152; b = 3590000.605291; cout = 211160827672.878357
a = 3527498.337020; b = 3600000.705386; cout = 212459789990.407776
a = 3527499.788889; b = 3610000.805481; cout = 213959514658.322205
a = 3527501.240758; b = 3620000.905576; cout = 215660001676.611023
a = 3527502.692626; b = 3630001.005671; cout = 217561251045.278992
a = 3527504.144495; b = 3640001.105767; cout = 219663262764.330048
a = 3527505.596364; b = 3650001.205862; cout = 221966036833.759125
a = 3527507.048232; b = 3660001.305957; cout = 224469573253.575256
a = 3527508.500101; b = 3670001.406052; cout = 227173872023.766083
a = 3527509.951970; b = 3680001.506147; cout = 230078933144.341675
a = 3527511.403838; b = 3690001.606242; cout = 233184756615.294159
a = 3527512.855707; b = 3700001.706337; cout = 236491342436.630249
a = 3527514.307576; b = 3710001.806432; cout = 239998690608.348236
a = 3527515.759444; b = 3720001.906528; cout = 243706801130.444489
a = 3527517.211313; b = 3730002.006623; cout = 247615674002.920624
a = 3527518.663182; b = 3740002.106718; cout = 251725309225.777008
a = 3527520.115050; b = 3750002.206813; cout = 256035706799.015045
a = 3527521.566919; b = 3760002.306908; cout = 260546866722.637024
a = 3527523.018788; b = 3770002.407003; cout = 265258788996.636200
a = 3527524.470656; b = 3780002.507098; cout = 270171473621.016663
a = 3527525.922525; b = 3790002.607194; cout = 275284920595.776489
a = 3527527.374394; b = 3800002.707289; cout = 280599129920.918335
a = 3527528.826262; b = 3810002.807384; cout = 286114101596.443542
a = 3527530.278131; b = 3820002.907479; cout = 291829835622.344971
a = 3527531.730000; b = 3830003.007574; cout = 297746331998.629089
a = 3527533.181868; b = 3840003.107669; cout = 303863590725.293579
a = 3527534.633737; b = 3850003.207764; cout = 310181611802.337891
a = 3527536.085606; b = 3860003.307859; cout = 316700395229.764587
a = 3527537.537474; b = 3870003.407955; cout = 323419941007.568726
a = 3527538.989343; b = 3880003.508050; cout = 330340249135.757080
a = 3527540.441212; b = 3890003.608145; cout = 337461319614.321838
a = 3527541.893080; b = 3900003.708240; cout = 344783152443.272522
a = 3527543.344949; b = 3910003.808335; cout = 352305747622.601562
a = 3527544.796818; b = 3920003.908430; cout = 360029105152.310547
a = 3527546.248686; b = 3930004.008525; cout = 367953225032.402405
a = 3527547.700555; b = 3940004.108621; cout = 376078107262.872192
a = 3527549.152424; b = 3950004.208716; cout = 384403751843.725220
a = 3527550.604292; b = 3960004.308811; cout = 392930158774.955444
a = 3527552.056161; b = 3970004.408906; cout = 401657328056.569458
a = 3527553.508030; b = 3980004.509001; cout = 410585259688.564880
a = 3527554.959898; b = 3990004.609096; cout = 419713953670.940308
a = 3527556.411767; b = 4000004.709191; cout = 429043410003.690979
a = 3527557.863636; b = 4010004.809287; cout = 438573628686.832214
a = 3527559.315504; b = 4020004.909382; cout = 448304609720.343079
a = 3527537.096175; b = 4030004.022990; cout = 458078001125.104126
a = 3527483.281407; b = 4040001.819560; cout = 3698346562372.726074
a = 3527484.733276; b = 4050001.919655; cout = 3702068761148.835938
a = 3527486.185144; b = 4060002.019750; cout = 3705991722275.334961
a = 3527487.637013; b = 4070002.119846; cout = 3710115445752.203125
a = 3527489.088882; b = 4080002.219941; cout = 3714439931579.455566
a = 3527490.540750; b = 4090002.320036; cout = 3718965179757.107422
a = 3527491.992619; b = 4100002.420131; cout = 3723691190285.126465
a = 3527493.444488; b = 4110002.520226; cout = 3728617963163.528320
a = 3527494.896356; b = 4120002.620321; cout = 3733745498392.306152
a = 3527496.348225; b = 4130002.720416; cout = 3739073795971.467285
a = 3527497.800094; b = 4140002.820511; cout = 3744602855901.012695
a = 3527466.361073; b = 4149999.633598; cout = 6424615512190.374023
a = 3527467.812942; b = 4159999.733693; cout = 6423959091669.555664
a = 3527469.264810; b = 4169999.833788; cout = 6423503433499.129883
a = 3527470.716679; b = 4179999.933883; cout = 6423248537679.087891
a = 3527472.168547; b = 4190000.033978; cout = 6423194404209.436523
a = 3527473.620416; b = 4200000.134074; cout = 6423341033090.139648
a = 3527475.072285; b = 4210000.234169; cout = 6423688424321.243164
a = 3527476.524153; b = 4220000.334264; cout = 6424236577902.706055
a = 3527477.976022; b = 4230000.434359; cout = 6424985493834.583008
a = 3527479.427891; b = 4240000.534454; cout = 6425935172116.822266
a = 3527480.879759; b = 4250000.634549; cout = 6427085612749.441406
a = 3527482.331628; b = 4260000.734644; cout = 6428436815732.439453
a = 3527483.783497; b = 4270000.834739; cout = 6429988781065.815430
a = 3527485.235365; b = 4280000.934835; cout = 6431741508749.582031
a = 3527486.687234; b = 4290001.034930; cout = 6433694998783.721680
a = 3527488.139103; b = 4300001.135025; cout = 6435849251168.248047
a = 3527489.590971; b = 4310001.235120; cout = 6438204265903.146484
a = 3527491.042840; b = 4320001.335215; cout = 6440760042988.438477
a = 3527492.494709; b = 4330001.435310; cout = 6443516582424.108398
a = 3527493.946577; b = 4340001.535405; cout = 6446473884210.160156
a = 3527495.398446; b = 4350001.635501; cout = 6449631948346.580078
a = 3527496.850315; b = 4360001.735596; cout = 6452990774833.388672
a = 3527498.302183; b = 4370001.835691; cout = 6456550363670.573242
a = 3527499.754052; b = 4380001.935786; cout = 6460310714858.147461
a = 3527501.205921; b = 4390002.035881; cout = 6464271828396.091797
a = 3527502.657789; b = 4400002.135976; cout = 6468433704284.420898
a = 3527504.109658; b = 4410002.236071; cout = 6472796342523.130859
a = 3527505.561527; b = 4420002.336166; cout = 6477359743112.222656
a = 3527507.013395; b = 4430002.436262; cout = 6482123906051.694336
a = 3527508.465264; b = 4440002.536357; cout = 6487088831341.555664
a = 3527509.917133; b = 4450002.636452; cout = 6492254518981.784180
a = 3527511.369001; b = 4460002.736547; cout = 6497620968972.395508
a = 3527512.820870; b = 4470002.836642; cout = 6503188181313.390625
a = 3527514.272739; b = 4480002.936737; cout = 6508956156004.765625
a = 3527515.724607; b = 4490003.036832; cout = 6514924893046.525391
a = 3527517.176476; b = 4500003.136928; cout = 6521094392438.650391
a = 3527518.628345; b = 4510003.237023; cout = 6527464654181.174805
a = 3527520.080213; b = 4520003.337118; cout = 6534035678274.073242
a = 3527521.532082; b = 4530003.437213; cout = 6540807464717.357422
a = 3527522.983951; b = 4540003.537308; cout = 6547780013511.011719
a = 3527524.435819; b = 4550003.637403; cout = 6554953324655.048828
a = 3527525.887688; b = 4560003.737498; cout = 6562327398149.471680
a = 3527527.339557; b = 4570003.837593; cout = 6569902233994.275391
a = 3527528.791425; b = 4580003.937689; cout = 6577677832189.456055
a = 3527530.243294; b = 4590004.037784; cout = 6585654192735.017578
a = 3527531.695163; b = 4600004.137879; cout = 6593831315630.955078
a = 3527533.147031; b = 4610004.237974; cout = 6602209200877.278320
a = 3527534.598900; b = 4620004.338069; cout = 6610787848473.989258
a = 3527536.050769; b = 4630004.438164; cout = 6619567258421.077148
a = 3527537.502637; b = 4640004.538259; cout = 6628547430718.542969
a = 3527538.954506; b = 4650004.638355; cout = 6637728365366.379883
a = 3527540.406375; b = 4660004.738450; cout = 6647110062364.608398
a = 3527541.858243; b = 4670004.838545; cout = 6656692521713.222656
a = 3527543.310112; b = 4680004.938640; cout = 6666475743412.204102
a = 3527544.761981; b = 4690005.038735; cout = 6676459727461.582031
a = 3527546.213849; b = 4700005.138830; cout = 6686644473861.322266
a = 3527547.665718; b = 4710005.238925; cout = 6697029982611.458008
a = 3527549.117587; b = 4720005.339021; cout = 6707616253711.964844
a = 3527550.569455; b = 4730005.439116; cout = 6718403287162.862305
a = 3527552.021324; b = 4740005.539211; cout = 6729391082964.138672
a = 3527553.473193; b = 4750005.639306; cout = 6740579641115.781250
a = 3528517.609854; b = 2799999.421415; cout = 5872466620878.453125
a = 3528519.061723; b = 2809999.521510; cout = 5871405534400.839844
a = 3528520.513591; b = 2819999.621605; cout = 5870545210273.619141
a = 3528521.965460; b = 2829999.721700; cout = 5869885648496.766602
a = 3528523.417329; b = 2839999.821796; cout = 5869426849070.292969
a = 3528524.869197; b = 2849999.921891; cout = 5869168811994.200195
a = 3528526.321066; b = 2860000.021986; cout = 5869111537268.494141
a = 3528527.772935; b = 2870000.122081; cout = 5869255024893.163086
a = 3528529.224803; b = 2880000.222176; cout = 5869599274868.216797
a = 3528530.676672; b = 2890000.322271; cout = 5870144287193.658203
a = 3528532.128540; b = 2900000.422366; cout = 5870890061869.466797
a = 3528533.580409; b = 2910000.522461; cout = 5871836598895.662109
a = 3528535.032278; b = 2920000.622557; cout = 5872983898272.237305
a = 3528536.484146; b = 2930000.722652; cout = 5874331959999.193359
a = 3528537.936015; b = 2940000.822747; cout = 5875880784076.534180
a = 3528539.387884; b = 2950000.922842; cout = 5877630370504.243164
a = 3528540.839752; b = 2960001.022937; cout = 5879580719282.342773
a = 3528542.291621; b = 2970001.123032; cout = 5881731830410.824219
a = 3528543.743490; b = 2980001.223127; cout = 5884083703889.685547
a = 3528545.195358; b = 2990001.323223; cout = 5886636339718.926758
a = 3528546.647227; b = 3000001.423318; cout = 5889389737898.544922
a = 3528548.099096; b = 3010001.523413; cout = 5892343898428.541992
a = 3528549.550964; b = 3020001.623508; cout = 5895498821308.922852
a = 3528551.002833; b = 3030001.723603; cout = 5898854506539.688477
a = 3528552.454702; b = 3040001.823698; cout = 5902410954120.825195
a = 3528553.906570; b = 3050001.923793; cout = 5906168164052.359375
a = 3528555.358439; b = 3060002.023888; cout = 5910126136334.265625
a = 3528556.810308; b = 3070002.123984; cout = 5914284870966.545898
a = 3528558.262176; b = 3080002.224079; cout = 5918644367949.212891
a = 3528559.714045; b = 3090002.324174; cout = 5923204627282.261719
a = 3528561.165914; b = 3100002.424269; cout = 5927965648965.677734
a = 3528562.617782; b = 3110002.524364; cout = 5932927432999.488281
a = 3528564.069651; b = 3120002.624459; cout = 5938089979383.675781
a = 3528565.521520; b = 3130002.724554; cout = 5943453288118.256836
a = 3528566.973388; b = 3140002.824650; cout = 5949017359203.193359
a = 3528568.425257; b = 3150002.924745; cout = 5954782192638.535156
a = 3528569.877126; b = 3160003.024840; cout = 5960747788424.235352
a = 3528571.328994; b = 3170003.124935; cout = 5966914146560.330078
a = 3528572.780863; b = 3180003.225030; cout = 5973281267046.803711
a = 3528574.232732; b = 3190003.325125; cout = 5979849149883.662109
a = 3528575.684600; b = 3200003.425220; cout = 5986617795070.888672
a = 3528577.136469; b = 3210003.525315; cout = 5993587202608.516602
a = 3528578.588338; b = 3220003.625411; cout = 6000757372496.505859
a = 3528580.040206; b = 3230003.725506; cout = 6008128304734.881836
a = 3528581.492075; b = 3240003.825601; cout = 6015699999323.638672
a = 3528582.943944; b = 3250003.925696; cout = 6023472456262.769531
a = 3528584.395812; b = 3260004.025791; cout = 6031445675552.293945
a = 3528585.847681; b = 3270004.125886; cout = 6039619657192.178711
a = 3528498.494513; b = 3280000.935326; cout = 3388456134711.000000
a = 3528499.946381; b = 3290001.035421; cout = 3390415415137.948242
a = 3528501.398250; b = 3300001.135516; cout = 3392575457915.283203
a = 3528502.850119; b = 3310001.235612; cout = 3394936263042.997559
a = 3528504.301987; b = 3320001.335707; cout = 3397497830521.088379
a = 3528505.753856; b = 3330001.435802; cout = 3400260160349.575195
a = 3528507.205725; b = 3340001.535897; cout = 3403223252528.427734
a = 3528508.657593; b = 3350001.635992; cout = 3406387107057.668457
a = 3528510.109462; b = 3360001.736087; cout = 3409751723937.279297
a = 3528511.561331; b = 3370001.836182; cout = 3413317103167.284668
a = 3528513.013199; b = 3380001.936278; cout = 3417083244747.670898
a = 3528514.465068; b = 3390002.036373; cout = 3421050148678.423828
a = 3528515.916937; b = 3400002.136468; cout = 3425217814959.565430
a = 3528474.610713; b = 3409998.948911; cout = 210986631035.149506
a = 3528476.062582; b = 3419999.049006; cout = 208963660260.773346
a = 3528477.514451; b = 3429999.149101; cout = 207141451836.782684
a = 3528478.966319; b = 3439999.249196; cout = 205520005763.172028
a = 3528480.418188; b = 3449999.349291; cout = 204099322039.954407
a = 3528481.870057; b = 3459999.449386; cout = 202879400667.106110
a = 3528483.321925; b = 3469999.549481; cout = 201860241644.637512
a = 3528484.773794; b = 3479999.649577; cout = 201041844972.545563
a = 3528486.225663; b = 3489999.749672; cout = 200424210650.842621
a = 3528487.677531; b = 3499999.849767; cout = 200007338679.517426
a = 3528489.129400; b = 3509999.949862; cout = 199791229058.574768
a = 3528490.581269; b = 3520000.049957; cout = 199775881788.006378
a = 3528492.033137; b = 3530000.150052; cout = 199961296867.825714
a = 3528493.485006; b = 3540000.250147; cout = 200347474298.020020
a = 3528494.936875; b = 3550000.350243; cout = 200934414078.596985
a = 3528496.388743; b = 3560000.450338; cout = 201722116209.551361
a = 3528497.840612; b = 3570000.550433; cout = 202710580690.893250
a = 3528499.292481; b = 3580000.650528; cout = 203899807522.605835
a = 3528500.744349; b = 3590000.750623; cout = 205289796704.712067
a = 3528502.196218; b = 3600000.850718; cout = 206880548237.191315
a = 3528503.648087; b = 3610000.950813; cout = 208672062120.054413
a = 3528505.099955; b = 3620001.050908; cout = 210664338353.293793
a = 3528506.551824; b = 3630001.151004; cout = 212857376936.918976
a = 3528508.003693; b = 3640001.251099; cout = 215251177870.923798
a = 3528509.455561; b = 3650001.351194; cout = 217845741155.306427
a = 3528510.907430; b = 3660001.451289; cout = 220641066790.070038
a = 3528512.359299; b = 3670001.551384; cout = 223637154775.213562
a = 3528513.811167; b = 3680001.651479; cout = 226834005110.740906
a = 3528515.263036; b = 3690001.751574; cout = 230231617796.649506
a = 3528516.714905; b = 3700001.851670; cout = 233829992832.936584
a = 3528518.166773; b = 3710001.951765; cout = 237629130219.603424
a = 3528519.618642; b = 3720002.051860; cout = 241629029956.651794
a = 3528521.070511; b = 3730002.151955; cout = 245829692044.079407
a = 3528522.522379; b = 3740002.252050; cout = 250231116481.893036
a = 3528523.974248; b = 3750002.352145; cout = 254833303270.081482
a = 3528525.426116; b = 3760002.452240; cout = 259636252408.653381
a = 3528526.877985; b = 3770002.552335; cout = 264639963897.604523
a = 3528528.329854; b = 3780002.652431; cout = 269844437736.935150
a = 3528529.781722; b = 3790002.752526; cout = 275249673926.650696
a = 3528531.233591; b = 3800002.852621; cout = 280855672466.742920
a = 3528532.685460; b = 3810002.952716; cout = 286662433357.218140
a = 3528534.137328; b = 3820003.052811; cout = 292669956598.071472
a = 3528535.589197; b = 3830003.152906; cout = 298878242189.307495
a = 3528537.041066; b = 3840003.253001; cout = 305287290130.925171
a = 3528538.492934; b = 3850003.353097; cout = 311897100422.921021
a = 3528539.944803; b = 3860003.453192; cout = 318707673065.300110
a = 3528541.396672; b = 3870003.553287; cout = 325719008058.057007
a = 3528542.848540; b = 3880003.653382; cout = 332931105401.197815
a = 3528544.300409; b = 3890003.753477; cout = 340343965094.718445
a = 3528545.752278; b = 3900003.853572; cout = 347957587138.616882
a = 3528547.204146; b = 3910003.953667; cout = 355771971532.897217
a = 3528548.656015; b = 3920004.053763; cout = 363787118277.559875
a = 3528550.107884; b = 3930004.153858; cout = 372003027372.600830
a = 3528551.559752; b = 3940004.253953; cout = 380419698818.024353
a = 3528553.011621; b = 3950004.354048; cout = 389037132613.825806
a = 3528554.463490; b = 3960004.454143; cout = 397855328760.011963
a = 3528555.915358; b = 3970004.554238; cout = 406874287256.573425
a = 3528557.367227; b = 3980004.654333; cout = 416094008103.524780
a = 3528558.819096; b = 3990004.754428; cout = 425514491300.846252
a = 3528560.270964; b = 4000004.854524; cout = 435135736848.556641
a = 3528482.784999; b = 4010001.664607; cout = 3678904214270.779785
a = 3528484.236867; b = 4020001.764702; cout = 3682315915210.709473
a = 3528485.688736; b = 4030001.864797; cout = 3685928378501.016113
a = 3528487.140605; b = 4040001.964892; cout = 3689741604141.705566
a = 3528488.592473; b = 4050002.064987; cout = 3693755592132.774414
a = 3528490.044342; b = 4060002.165083; cout = 3697970342474.226562
a = 3528491.496211; b = 4070002.265178; cout = 3702385855166.056152
a = 3528492.948079; b = 4080002.365273; cout = 3707002130208.263672
a = 3528494.399948; b = 4090002.465368; cout = 3711819167600.859375
a = 3528495.851817; b = 4100002.565463; cout = 3716836967343.822754
a = 3528497.303685; b = 4110002.665558; cout = 3722055529437.174316
a = 3528498.755554; b = 4120002.765653; cout = 3727474853880.908203
