a = 3478458.778814; b = 4630003.893907; cout = 925927939750.363037
a = 3525522.559736; b = 3820002.616815; cout = 291872865191.796204
a = 3525524.011605; b = 3830002.716910; cout = 297205783138.174683
a = 3525525.463473; b = 3840002.817005; cout = 302739463434.937500
a = 3525526.915342; b = 3850002.917100; cout = 308473906082.077759
a = 3525528.367211; b = 3860003.017195; cout = 314409111079.599854
a = 3525529.819079; b = 3870003.117290; cout = 320545078427.501648
a = 3525531.270948; b = 3880003.217385; cout = 326881808125.784912
a = 3525532.722817; b = 3890003.317481; cout = 333419300174.450928
a = 3525534.174685; b = 3900003.417576; cout = 340157554573.495422
a = 3525535.626554; b = 3910003.517671; cout = 347096571322.920898
a = 3525537.078423; b = 3920003.617766; cout = 354236350422.724365
a = 3525538.530291; b = 3930003.717861; cout = 361576891872.912964
a = 3525539.982160; b = 3940003.817956; cout = 369118195673.479492
a = 3525541.434028; b = 3950003.918051; cout = 376860261824.427979
a = 3525542.885897; b = 3960004.018146; cout = 384803090325.753845
a = 3525544.337766; b = 3970004.118242; cout = 392946681177.466614
a = 3525545.789634; b = 3980004.218337; cout = 401291034379.550903
a = 3525547.241503; b = 3990004.318432; cout = 409836149932.026550
a = 3525548.693372; b = 4000004.418527; cout = 418582027834.871643
a = 3525550.145240; b = 4010004.518622; cout = 427528668088.107971
a = 3525551.597109; b = 4020004.618717; cout = 436676070691.716003
a = 3525553.048978; b = 4030004.718812; cout = 446024235645.711365
a = 3525554.500846; b = 4040004.818908; cout = 455573162950.082947
a = 3525555.952715; b = 4050004.919003; cout = 465322852604.838806
a = 3525557.404584; b = 4060005.019098; cout = 475273304609.970703
a = 3525558.856452; b = 4070005.119193; cout = 485424518965.490234
a = 3526469.796056; b = 3429998.858436; cout = 228795192491.886108
a = 3526471.247924; b = 3439998.958532; cout = 226590167988.378754
a = 3526472.699793; b = 3449999.058627; cout = 224585905835.245544
a = 3526474.151662; b = 3459999.158722; cout = 222782406032.492706
a = 3526475.603530; b = 3469999.258817; cout = 221179668580.115936
a = 3526477.055399; b = 3479999.358912; cout = 219777693478.123962
a = 3526478.507268; b = 3489999.459007; cout = 218576480726.510254
a = 3526479.959136; b = 3499999.559102; cout = 217576030325.280579
a = 3526481.411005; b = 3509999.659198; cout = 216776342274.435364
a = 3526482.862874; b = 3519999.759293; cout = 216177416573.962250
a = 3526484.314742; b = 3529999.859388; cout = 215779253223.880035
a = 3526485.766611; b = 3539999.959483; cout = 215581852224.172333
a = 3526487.218480; b = 3550000.059578; cout = 215585213574.846039
a = 3526488.670348; b = 3560000.159673; cout = 215789337275.898895
a = 3526490.122217; b = 3570000.259768; cout = 216194223327.330231
a = 3526491.574086; b = 3580000.359864; cout = 216799871729.150360
a = 3526493.025954; b = 3590000.459959; cout = 217606282481.346100
a = 3526494.477823; b = 3600000.560054; cout = 218613455583.919769
a = 3526495.929692; b = 3610000.660149; cout = 219821391036.877106
a = 3526497.381560; b = 3620000.760244; cout = 221230088840.215302
a = 3526498.833429; b = 3630000.860339; cout = 222839548993.935913
a = 3526500.285297; b = 3640000.960434; cout = 224649771498.033997
a = 3526501.737166; b = 3650001.060529; cout = 226660756352.514343
a = 3526503.189035; b = 3660001.160625; cout = 228872503557.375427
a = 3526504.640903; b = 3670001.260720; cout = 231285013112.615906
a = 3526506.092772; b = 3680001.360815; cout = 233898285018.242157
a = 3526507.544641; b = 3690001.460910; cout = 236712319274.244324
a = 3526508.996509; b = 3700001.561005; cout = 239727115880.626953
a = 3526510.448378; b = 3710001.661100; cout = 242942674837.390167
a = 3526511.900247; b = 3720001.761195; cout = 246358996144.534576
a = 3526513.352115; b = 3730001.861291; cout = 249976079802.062683
a = 3526514.803984; b = 3740001.961386; cout = 253793925809.968323
a = 3526516.255853; b = 3750002.061481; cout = 257812534168.252502
a = 3526517.707721; b = 3760002.161576; cout = 262031904876.922058
a = 3526519.159590; b = 3770002.261671; cout = 266452037935.971161
a = 3526520.611459; b = 3780002.361766; cout = 271072933345.400452
a = 3526522.063327; b = 3790002.461861; cout = 275894591105.207275
a = 3526523.515196; b = 3800002.561956; cout = 280917011215.398132
a = 3526524.967065; b = 3810002.662052; cout = 286140193675.967285
a = 3526526.418933; b = 3820002.762147; cout = 291564138486.918884
a = 3526527.870802; b = 3830002.862242; cout = 297188845648.252197
a = 3526529.322671; b = 3840002.962337; cout = 303014315159.963135
a = 3526530.774539; b = 3850003.062432; cout = 309040547022.056885
a = 3526532.226408; b = 3860003.162527; cout = 315267541234.529053
a = 3526533.678277; b = 3870003.262622; cout = 321695297797.385620
a = 3526535.130145; b = 3880003.362718; cout = 328323816710.621521
a = 3526536.582014; b = 3890003.462813; cout = 335153097974.236145
a = 3526538.033883; b = 3900003.562908; cout = 342183141588.234009
a = 3526539.485751; b = 3910003.663003; cout = 349413947552.608582
a = 3526540.937620; b = 3920003.763098; cout = 356845515867.369873
a = 3526542.389489; b = 3930003.863193; cout = 364477846532.504883
a = 3526543.841357; b = 3940003.963288; cout = 372310939548.026611
a = 3526545.293226; b = 3950004.063384; cout = 380344794913.924561
a = 3526546.745095; b = 3960004.163479; cout = 388579412630.207886
a = 3526548.196963; b = 3970004.263574; cout = 397014792696.867249
a = 3526549.648832; b = 3980004.363669; cout = 405650935113.909790
a = 3526551.100701; b = 3990004.463764; cout = 414487839881.330688
a = 3526552.552569; b = 4000004.563859; cout = 423525506999.135925
a = 3526554.004438; b = 4010004.663954; cout = 432763936467.313110
a = 3526555.456307; b = 4020004.764049; cout = 442203128285.881470
a = 3526556.908175; b = 4030004.864145; cout = 451843082454.821472
a = 3526558.360044; b = 4040004.964240; cout = 461683798974.152588
a = 3526559.811913; b = 4050005.064335; cout = 471725277843.856140
a = 3527472.203384; b = 3419998.903674; cout = 219795107883.132690
a = 3527473.655253; b = 3429999.003769; cout = 217681110244.189758
a = 3527475.107122; b = 3439999.103864; cout = 215767874955.627106
a = 3527476.558990; b = 3449999.203959; cout = 214055402017.445831
a = 3527478.010859; b = 3459999.304054; cout = 212543691429.644501
a = 3527479.462728; b = 3469999.404149; cout = 211232743192.229126
a = 3527480.914596; b = 3479999.504244; cout = 210122557305.185577
a = 3527482.366465; b = 3489999.604339; cout = 209213133768.531158
a = 3527483.818334; b = 3499999.704435; cout = 208504472582.249054
a = 3527485.270202; b = 3509999.804530; cout = 207996573746.356842
a = 3527486.722071; b = 3519999.904625; cout = 207689437260.836243
a = 3527488.173940; b = 3530000.004720; cout = 207583063125.699982
a = 3527489.625808; b = 3540000.104815; cout = 207677451340.941315
a = 3527491.077677; b = 3550000.204910; cout = 207972601906.569214
a = 3527492.529546; b = 3560000.305005; cout = 208468514822.571686
a = 3527493.981414; b = 3570000.405101; cout = 209165190088.963165
a = 3527495.433283; b = 3580000.505196; cout = 210062627705.729950
a = 3527496.885152; b = 3590000.605291; cout = 211160827672.878357
a = 3527498.337020; b = 3600000.705386; cout = 212459789990.407776
a = 3527499.788889; b = 3610000.805481; cout = 213959514658.322205
a = 3527501.240758; b = 3620000.905576; cout = 215660001676.611023
a = 3527502.692626; b = 3630001.005671; cout = 217561251045.278992
a = 3527504.144495; b = 3640001.105767; cout = 219663262764.330048
a = 3527505.596364; b = 3650001.205862; cout = 221966036833.759125
a = 3527507.048232; b = 3660001.305957; cout = 224469573253.575256
a = 3527508.500101; b = 3670001.406052; cout = 227173872023.766083
a = 3527509.951970; b = 3680001.506147; cout = 230078933144.341675
a = 3527511.403838; b = 3690001.606242; cout = 233184756615.294159
a = 3527512.855707; b = 3700001.706337; cout = 236491342436.630249
a = 3527514.307576; b = 3710001.806432; cout = 239998690608.348236
a = 3527515.759444; b = 3720001.906528; cout = 243706801130.444489
a = 3527517.211313; b = 3730002.006623; cout = 247615674002.920624
a = 3527518.663182; b = 3740002.106718; cout = 251725309225.777008
a = 3527520.115050; b = 3750002.206813; cout = 256035706799.015045
a = 3527521.566919; b = 3760002.306908; cout = 260546866722.637024
a = 3527523.018788; b = 3770002.407003; cout = 265258788996.636200
a = 3527524.470656; b = 3780002.507098; cout = 270171473621.016663
a = 3527525.922525; b = 3790002.607194; cout = 275284920595.776489
a = 3527527.374394; b = 3800002.707289; cout = 280599129920.918335
a = 3527528.826262; b = 3810002.807384; cout = 286114101596.443542
a = 3527530.278131; b = 3820002.907479; cout = 291829835622.344971
a = 3527531.730000; b = 3830003.007574; cout = 297746331998.629089
a = 3527533.181868; b = 3840003.107669; cout = 303863590725.293579
a = 3527534.633737; b = 3850003.207764; cout = 310181611802.337891
a = 3527536.085606; b = 3860003.307859; cout = 316700395229.764587
a = 3527537.537474; b = 3870003.407955; cout = 323419941007.568726
a = 3527538.989343; b = 3880003.508050; cout = 330340249135.757080
a = 3527540.441212; b = 3890003.608145; cout = 337461319614.321838
a = 3527541.893080; b = 3900003.708240; cout = 344783152443.272522
a = 3527543.344949; b = 3910003.808335; cout = 352305747622.601562
a = 3527544.796818; b = 3920003.908430; cout = 360029105152.310547
a = 3527546.248686; b = 3930004.008525; cout = 367953225032.402405
a = 3527547.700555; b = 3940004.108621; cout = 376078107262.872192
a = 3527549.152424; b = 3950004.208716; cout = 384403751843.725220
a = 3527550.604292; b = 3960004.308811; cout = 392930158774.955444
a = 3527552.056161; b = 3970004.408906; cout = 401657328056.569458
a = 3527553.508030; b = 3980004.509001; cout = 410585259688.564880
a = 3527554.959898; b = 3990004.609096; cout = 419713953670.940308
a = 3527556.411767; b = 4000004.709191; cout = 429043410003.690979
a = 3527557.863636; b = 4010004.809287; cout = 438573628686.832214
a = 3527559.315504; b = 4020004.909382; cout = 448304609720.343079
a = 3527537.096175; b = 4030004.022990; cout = 458078001125.104126
a = 3528474.610713; b = 3409998.948911; cout = 210986631035.149506
a = 3528476.062582; b = 3419999.049006; cout = 208963660260.773346
a = 3528477.514451; b = 3429999.149101; cout = 207141451836.782684
a = 3528478.966319; b = 3439999.249196; cout = 205520005763.172028
a = 3528480.418188; b = 3449999.349291; cout = 204099322039.954407
a = 3528481.870057; b = 3459999.449386; cout = 202879400667.106110
a = 3528483.321925; b = 3469999.549481; cout = 201860241644.637512
a = 3528484.773794; b = 3479999.649577; cout = 201041844972.545563
a = 3528486.225663; b = 3489999.749672; cout = 200424210650.842621
a = 3528487.677531; b = 3499999.849767; cout = 200007338679.517426
a = 3528489.129400; b = 3509999.949862; cout = 199791229058.574768
a = 3528490.581269; b = 3520000.049957; cout = 199775881788.006378
a = 3528492.033137; b = 3530000.150052; cout = 199961296867.825714
a = 3528493.485006; b = 3540000.250147; cout = 200347474298.020020
a = 3528494.936875; b = 3550000.350243; cout = 200934414078.596985
a = 3528496.388743; b = 3560000.450338; cout = 201722116209.551361
a = 3528497.840612; b = 3570000.550433; cout = 202710580690.893250
a = 3528499.292481; b = 3580000.650528; cout = 203899807522.605835
a = 3528500.744349; b = 3590000.750623; cout = 205289796704.712067
a = 3528502.196218; b = 3600000.850718; cout = 206880548237.191315
a = 3528503.648087; b = 3610000.950813; cout = 208672062120.054413
a = 3528505.099955; b = 3620001.050908; cout = 210664338353.293793
a = 3528506.551824; b = 3630001.151004; cout = 212857376936.918976
a = 3528508.003693; b = 3640001.251099; cout = 215251177870.923798
a = 3528509.455561; b = 3650001.351194; cout = 217845741155.306427
a = 3528510.907430; b = 3660001.451289; cout = 220641066790.070038
a = 3528512.359299; b = 3670001.551384; cout = 223637154775.213562
a = 3528513.811167; b = 3680001.651479; cout = 226834005110.740906
a = 3528515.263036; b = 3690001.751574; cout = 230231617796.649506
a = 3528516.714905; b = 3700001.851670; cout = 233829992832.936584
a = 3528518.166773; b = 3710001.951765; cout = 237629130219.603424
a = 3528519.618642; b = 3720002.051860; cout = 241629029956.651794
a = 3528521.070511; b = 3730002.151955; cout = 245829692044.079407
a = 3528522.522379; b = 3740002.252050; cout = 250231116481.893036
a = 3528523.974248; b = 3750002.352145; cout = 254833303270.081482
a = 3528525.426116; b = 3760002.452240; cout = 259636252408.653381
a = 3528526.877985; b = 3770002.552335; cout = 264639963897.604523
a = 3528528.329854; b = 3780002.652431; cout = 269844437736.935150
a = 3528529.781722; b = 3790002.752526; cout = 275249673926.650696
a = 3528531.233591; b = 3800002.852621; cout = 280855672466.742920
a = 3528532.685460; b = 3810002.952716; cout = 286662433357.218140
a = 3528534.137328; b = 3820003.052811; cout = 292669956598.071472
a = 3528535.589197; b = 3830003.152906; cout = 298878242189.307495
a = 3528537.041066; b = 3840003.253001; cout = 305287290130.925171
a = 3528538.492934; b = 3850003.353097; cout = 311897100422.921021
a = 3528539.944803; b = 3860003.453192; cout = 318707673065.300110
a = 3528541.396672; b = 3870003.553287; cout = 325719008058.057007
a = 3528542.848540; b = 3880003.653382; cout = 332931105401.197815
a = 3528544.300409; b = 3890003.753477; cout = 340343965094.718445
a = 3528545.752278; b = 3900003.853572; cout = 347957587138.616882
a = 3528547.204146; b = 3910003.953667; cout = 355771971532.897217
a = 3528548.656015; b = 3920004.053763; cout = 363787118277.559875
a = 3528550.107884; b = 3930004.153858; cout = 372003027372.600830
a = 3528551.559752; b = 3940004.253953; cout = 380419698818.024353
a = 3528553.011621; b = 3950004.354048; cout = 389037132613.825806
a = 3528554.463490; b = 3960004.454143; cout = 397855328760.011963
a = 3528555.915358; b = 3970004.554238; cout = 406874287256.573425
a = 3528557.367227; b = 3980004.654333; cout = 416094008103.524780
a = 3528558.819096; b = 3990004.754428; cout = 425514491300.846252
a = 3528560.270964; b = 4000004.854524; cout = 435135736848.556641
a = 3529475.566174; b = 3389998.894053; cout = 204502468208.138855
a = 3529477.018042; b = 3399998.994148; cout = 202369761947.957825
a = 3529478.469911; b = 3409999.094243; cout = 200437818038.157715
a = 3529479.921780; b = 3419999.194338; cout = 198706636478.733368
a = 3529481.373648; b = 3429999.294433; cout = 197176217269.699524
a = 3529482.825517; b = 3439999.394528; cout = 195846560411.040924
a = 3529484.277385; b = 3449999.494623; cout = 194717665902.759186
a = 3529485.729254; b = 3459999.594718; cout = 193789533744.865692
a = 3529487.181123; b = 3469999.694814; cout = 193062163937.345367
a = 3529488.632991; b = 3479999.794909; cout = 192535556480.219818
a = 3529490.084860; b = 3489999.895004; cout = 192209711373.461060
a = 3529491.536729; b = 3499999.995099; cout = 192084628617.090698
a = 3529492.988597; b = 3510000.095194; cout = 192160308211.092957
a = 3529494.440466; b = 3520000.195289; cout = 192436750155.481537
a = 3529495.892335; b = 3530000.295384; cout = 192913954450.252106
a = 3529497.344203; b = 3540000.395480; cout = 193591921095.402039
a = 3529498.796072; b = 3550000.495575; cout = 194470650090.928284
a = 3529500.247941; b = 3560000.595670; cout = 195550141436.840790
a = 3529501.699809; b = 3570000.695765; cout = 196830395133.127319
a = 3529503.151678; b = 3580000.795860; cout = 198311411179.803345
a = 3529504.603547; b = 3590000.895955; cout = 199993189576.851562
a = 3529506.055415; b = 3600000.996050; cout = 201875730324.287231
a = 3529507.507284; b = 3610001.096146; cout = 203959033422.096710
a = 3529508.959153; b = 3620001.196241; cout = 206243098870.293915
a = 3529510.411021; b = 3630001.296336; cout = 208727926668.865601
a = 3529511.862890; b = 3640001.396431; cout = 211413516817.818207
a = 3529513.314759; b = 3650001.496526; cout = 214299869317.154755
a = 3529514.766627; b = 3660001.596621; cout = 217386984166.869080
a = 3529516.218496; b = 3670001.696716; cout = 220674861366.971130
a = 3529517.670365; b = 3680001.796811; cout = 224163500917.446503
a = 3529519.122233; b = 3690001.896907; cout = 227852902818.305206
a = 3529520.574102; b = 3700001.997002; cout = 231743067069.542603
a = 3529522.025971; b = 3710002.097097; cout = 235833993671.161835
a = 3529523.477839; b = 3720002.197192; cout = 240125682623.164185
a = 3529524.929708; b = 3730002.297287; cout = 244618133925.545135
a = 3529526.381577; b = 3740002.397382; cout = 249311347578.306091
a = 3529527.833445; b = 3750002.497477; cout = 254205323581.448364
a = 3529529.285314; b = 3760002.597573; cout = 259300061934.970398
a = 3529530.737183; b = 3770002.697668; cout = 264595562638.877808
a = 3529532.189051; b = 3780002.797763; cout = 270091825693.160583
a = 3529533.640920; b = 3790002.897858; cout = 275788851097.825439
a = 3529535.092789; b = 3800002.997953; cout = 281686638852.869324
a = 3529536.544657; b = 3810003.098048; cout = 287785188958.295532
a = 3529537.996526; b = 3820003.198143; cout = 294084501414.103882
a = 3529539.448395; b = 3830003.298238; cout = 300584576220.290100
a = 3529540.900263; b = 3840003.398334; cout = 307285413376.857971
a = 3529542.352132; b = 3850003.498429; cout = 314187012883.807983
a = 3529543.804001; b = 3860003.598524; cout = 321289374741.135437
a = 3529545.255869; b = 3870003.698619; cout = 328592498948.848022
a = 3529546.707738; b = 3880003.798714; cout = 336096385506.935791
a = 3529548.159607; b = 3890003.898809; cout = 343801034415.410461
a = 3529549.611475; b = 3900003.998904; cout = 351706445674.259949
a = 3529551.063344; b = 3910004.099000; cout = 359812619283.495178
a = 3529552.515213; b = 3920004.199095; cout = 368119555243.107666
a = 3529553.967081; b = 3930004.299190; cout = 376627253553.103271
a = 3529555.418950; b = 3940004.399285; cout = 385335714213.478271
a = 3529556.870819; b = 3950004.499380; cout = 394244937224.231201
a = 3529558.322687; b = 3960004.599475; cout = 403354922585.369080
a = 3529559.774556; b = 3970004.699570; cout = 412665670296.884338
a = 3529561.226425; b = 3980004.799666; cout = 422177180358.781128
a = 3530477.973502; b = 3379998.939290; cout = 195986180017.143585
a = 3530479.425371; b = 3389999.039385; cout = 193944500621.529022
a = 3530480.877240; b = 3399999.139480; cout = 192103583576.304657
a = 3530482.329108; b = 3409999.239575; cout = 190463428881.457611
a = 3530483.780977; b = 3419999.339670; cout = 189024036536.994995
a = 3530485.232846; b = 3429999.439765; cout = 187785406542.903748
a = 3530486.684714; b = 3439999.539860; cout = 186747538899.201813
a = 3530488.136583; b = 3449999.639956; cout = 185910433605.867767
a = 3530489.588452; b = 3459999.740051; cout = 185274090662.932556
a = 3530491.040320; b = 3469999.840146; cout = 184838510070.364441
a = 3530492.492189; b = 3479999.940241; cout = 184603691828.183411
a = 3530493.944058; b = 3490000.040336; cout = 184569635936.376770
a = 3530495.395926; b = 3500000.140431; cout = 184736342394.954498
a = 3530496.847795; b = 3510000.240526; cout = 185103811203.917267
a = 3530498.299664; b = 3520000.340621; cout = 185672042363.256042
a = 3530499.751532; b = 3530000.440717; cout = 186441035872.976593
a = 3530501.203401; b = 3540000.540812; cout = 187410791733.073883
a = 3530502.655270; b = 3550000.640907; cout = 188581309943.557312
a = 3530504.107138; b = 3560000.741002; cout = 189952590504.418152
a = 3530505.559007; b = 3570000.841097; cout = 191524633415.664368
a = 3530507.010876; b = 3580000.941192; cout = 193297438677.283264
a = 3530508.462744; b = 3590001.041287; cout = 195271006289.289825
a = 3530509.914613; b = 3600001.141383; cout = 197445336251.674255
a = 3530511.366482; b = 3610001.241478; cout = 199820428564.440979
a = 3530512.818350; b = 3620001.341573; cout = 202396283227.581940
a = 3530514.270219; b = 3630001.441668; cout = 205172900241.111755
a = 3530515.722088; b = 3640001.541763; cout = 208150279605.016663
a = 3530517.173956; b = 3650001.641858; cout = 211328421319.310028
a = 3530518.625825; b = 3660001.741953; cout = 214707325383.975433
a = 3530520.077694; b = 3670001.842049; cout = 218286991799.023224
a = 3530521.529562; b = 3680001.942144; cout = 222067420564.452179
a = 3530522.981431; b = 3690002.042239; cout = 226048611680.261902
a = 3530524.433300; b = 3700002.142334; cout = 230230565146.455780
a = 3530525.885168; b = 3710002.242429; cout = 234613280963.026337
a = 3530527.337037; b = 3720002.342524; cout = 239196759129.978088
a = 3530528.788906; b = 3730002.442619; cout = 243980999647.310059
a = 3530530.240774; b = 3740002.542714; cout = 248966002515.023132
a = 3530531.692643; b = 3750002.642810; cout = 254151767733.120575
a = 3530533.144512; b = 3760002.742905; cout = 259538295301.593719
a = 3530534.596380; b = 3770002.843000; cout = 265125585220.449799
a = 3530536.048249; b = 3780002.943095; cout = 270913637489.685638
a = 3530537.500118; b = 3790003.043190; cout = 276902452109.302368
a = 3530538.951986; b = 3800003.143285; cout = 283092029079.300842
a = 3530540.403855; b = 3810003.243380; cout = 289482368399.678284
a = 3530541.855724; b = 3820003.343476; cout = 296073470070.436401
a = 3530543.307592; b = 3830003.443571; cout = 302865334091.577271
a = 3530544.759461; b = 3840003.543666; cout = 309857960463.095032
a = 3530546.211329; b = 3850003.643761; cout = 317051349185.000000
a = 3530547.663198; b = 3860003.743856; cout = 324445500257.281189
a = 3530549.115067; b = 3870003.843951; cout = 332040413679.942322
a = 3530550.566935; b = 3880003.944046; cout = 339836089452.983643
a = 3530552.018804; b = 3890004.044141; cout = 347832527576.405090
a = 3530553.470673; b = 3900004.144237; cout = 356029728050.211304
a = 3530554.922541; b = 3910004.244332; cout = 364427690874.393372
a = 3530556.374410; b = 3920004.344427; cout = 373026416048.961975
a = 3530557.826279; b = 3930004.444522; cout = 381825903573.905457
a = 3530559.278147; b = 3940004.544617; cout = 390826153449.235535
a = 3530560.730016; b = 3950004.644712; cout = 400027165674.939514
a = 3531480.380831; b = 3369998.984527; cout = 187661499586.937836
a = 3531481.832700; b = 3379999.084622; cout = 185710847055.895477
a = 3531483.284569; b = 3389999.184717; cout = 183960956875.247772
a = 3531484.736437; b = 3399999.284812; cout = 182411829044.961517
a = 3531486.188306; b = 3409999.384907; cout = 181063463565.069519
a = 3531487.640175; b = 3419999.485002; cout = 179915860435.549622
a = 3531489.092043; b = 3429999.585097; cout = 178969019656.414703
a = 3531490.543912; b = 3439999.685193; cout = 178222941227.665253
a = 3531491.995781; b = 3449999.785288; cout = 177677625149.291718
a = 3531493.447649; b = 3459999.885383; cout = 177333071421.298462
a = 3531494.899518; b = 3469999.985478; cout = 177189280043.686096
a = 3531496.351387; b = 3480000.085573; cout = 177246251016.454193
a = 3531497.803255; b = 3490000.185668; cout = 177503984339.607635
a = 3531499.255124; b = 3500000.285763; cout = 177962480013.136719
a = 3531500.706993; b = 3510000.385859; cout = 178621738037.046692
a = 3531502.158861; b = 3520000.485954; cout = 179481758411.337189
a = 3531503.610730; b = 3530000.586049; cout = 180542541136.009583
a = 3531505.062599; b = 3540000.686144; cout = 181804086211.061462
a = 3531506.514467; b = 3550000.786239; cout = 183266393636.491211
a = 3531507.966336; b = 3560000.886334; cout = 184929463412.307922
a = 3531509.418204; b = 3570000.986429; cout = 186793295538.496613
a = 3531510.870073; b = 3580001.086525; cout = 188857890015.077515
a = 3531512.321942; b = 3590001.186620; cout = 191123246842.031799
a = 3531513.773810; b = 3600001.286715; cout = 193589366019.368927
a = 3531515.225679; b = 3610001.386810; cout = 196256247547.084412
a = 3531516.677548; b = 3620001.486905; cout = 199123891425.182312
a = 3531518.129416; b = 3630001.587000; cout = 202192297653.662292
a = 3531519.581285; b = 3640001.687095; cout = 205461466232.520630
a = 3531521.033154; b = 3650001.787190; cout = 208931397161.758148
a = 3531522.485022; b = 3660001.887286; cout = 212602090441.379211
a = 3531523.936891; b = 3670001.987381; cout = 216473546071.378876
a = 3531525.388760; b = 3680002.087476; cout = 220545764051.763947
a = 3531526.840628; b = 3690002.187571; cout = 224818744382.524261
a = 3531528.292497; b = 3700002.287666; cout = 229292487063.666779
a = 3531529.744366; b = 3710002.387761; cout = 233966992095.190247
a = 3531531.196234; b = 3720002.487856; cout = 238842259477.093597
a = 3531532.648103; b = 3730002.587952; cout = 243918289209.380859
a = 3531534.099972; b = 3740002.688047; cout = 249195081292.045258
a = 3531535.551840; b = 3750002.788142; cout = 254672635725.091522
a = 3531537.003709; b = 3760002.888237; cout = 260350952508.518707
a = 3531538.455578; b = 3770002.988332; cout = 266230031642.323090
a = 3531539.907446; b = 3780003.088427; cout = 272309873126.515717
a = 3531541.359315; b = 3790003.188522; cout = 278590476961.081482
a = 3531542.811184; b = 3800003.288617; cout = 285071843146.032776
a = 3531544.263052; b = 3810003.388713; cout = 291753971681.363098
a = 3531545.714921; b = 3820003.488808; cout = 298636862567.073364
a = 3531547.166790; b = 3830003.588903; cout = 305720515803.165161
a = 3531548.618658; b = 3840003.688998; cout = 313004931389.637512
a = 3531550.070527; b = 3850003.789093; cout = 320490109326.490601
a = 3531551.522396; b = 3860003.889188; cout = 328176049613.723633
a = 3531552.974264; b = 3870003.989283; cout = 336062752251.336853
a = 3531554.426133; b = 3880004.089379; cout = 344150217239.332031
a = 3531555.878002; b = 3890004.189474; cout = 352438444577.706116
a = 3531557.329870; b = 3900004.289569; cout = 360927434266.461975
a = 3531558.781739; b = 3910004.389664; cout = 369617186305.599609
a = 3531560.233608; b = 3920004.489759; cout = 378507700695.114563
a = 3531561.685476; b = 3930004.589854; cout = 387598977435.015198
a = 3532482.788160; b = 3359999.029764; cout = 179528426917.503143
a = 3532484.240029; b = 3369999.129859; cout = 177668801251.041412
a = 3532485.691897; b = 3379999.229954; cout = 176009937934.950348
a = 3532487.143766; b = 3389999.330049; cout = 174551836969.244934
a = 3532488.595635; b = 3399999.430144; cout = 173294498353.919281
a = 3532490.047503; b = 3409999.530239; cout = 172237922088.975250
a = 3532491.499372; b = 3419999.630335; cout = 171382108174.416779
a = 3532492.951241; b = 3429999.730430; cout = 170727056610.232758
a = 3532494.403109; b = 3439999.830525; cout = 170272767396.426636
a = 3532495.854978; b = 3449999.930620; cout = 170019240533.005219
a = 3532497.306847; b = 3460000.030715; cout = 169966476019.963654
a = 3532498.758715; b = 3470000.130810; cout = 170114473857.304535
a = 3532500.210584; b = 3480000.230905; cout = 170463234045.027802
a = 3532501.662453; b = 3490000.331000; cout = 171012756583.125488
a = 3532503.114321; b = 3500000.431096; cout = 171763041471.609833
a = 3532504.566190; b = 3510000.531191; cout = 172714088710.469543
a = 3532506.018059; b = 3520000.631286; cout = 173865898299.714142
a = 3532507.469927; b = 3530000.731381; cout = 175218470239.337555
a = 3532508.921796; b = 3540000.831476; cout = 176771804529.341644
a = 3532510.373665; b = 3550000.931571; cout = 178525901169.726196
a = 3532511.825533; b = 3560001.031666; cout = 180480760160.491241
a = 3532513.277402; b = 3570001.131762; cout = 182636381501.642792
a = 3532514.729271; b = 3580001.231857; cout = 184992765193.168152
a = 3532516.181139; b = 3590001.331952; cout = 187549911235.075562
a = 3532517.633008; b = 3600001.432047; cout = 190307819627.363556
a = 3532519.084877; b = 3610001.532142; cout = 193266490370.035736
a = 3532520.536745; b = 3620001.632237; cout = 196425923463.085175
a = 3532521.988614; b = 3630001.732332; cout = 199786118906.514099
a = 3532523.440483; b = 3640001.832428; cout = 203347076700.323822
a = 3532524.892351; b = 3650001.932523; cout = 207108796844.515045
a = 3532526.344220; b = 3660002.032618; cout = 211071279339.088562
a = 3532527.796089; b = 3670002.132713; cout = 215234524184.041168
a = 3532529.247957; b = 3680002.232808; cout = 219598531379.372833
a = 3532530.699826; b = 3690002.332903; cout = 224163300925.087128
a = 3532532.151695; b = 3700002.432998; cout = 228928832821.180664
a = 3532533.603563; b = 3710002.533093; cout = 233895127067.658264
a = 3532535.055432; b = 3720002.633189; cout = 239062183664.513031
a = 3532536.507301; b = 3730002.733284; cout = 244430002611.750305
a = 3532537.959169; b = 3740002.833379; cout = 249998583909.367523
a = 3532539.411038; b = 3750002.933474; cout = 255767927557.365173
a = 3532540.862907; b = 3760003.033569; cout = 261738033555.745667
a = 3532542.314775; b = 3770003.133664; cout = 267908901904.503632
a = 3532543.766644; b = 3780003.233759; cout = 274280532603.644196
a = 3532545.218513; b = 3790003.333855; cout = 280852925653.165649
a = 3532546.670381; b = 3800003.433950; cout = 287626081053.066284
a = 3532548.122250; b = 3810003.534045; cout = 294599998803.350586
a = 3532549.574119; b = 3820003.634140; cout = 301774678904.007690
a = 3532551.025987; b = 3830003.734235; cout = 309150121355.054321
a = 3532552.477856; b = 3840003.834330; cout = 316726326156.479675
a = 3532553.929725; b = 3850003.934425; cout = 324503293308.284302
