a = 3538497.232133; b = 3299999.301186; cout = 134753753877.283524
a = 3572566.014497; b = 2869999.938390; cout = 4325149498.971203
a = 3572567.466365; b = 2880000.038485; cout = 4299737261.927468
a = 3572568.918234; b = 2890000.138580; cout = 4475087375.265882
a = 3572570.370103; b = 2900000.238675; cout = 4851199838.984268
a = 3572571.821971; b = 2910000.338771; cout = 5428074653.084220
a = 3572573.273840; b = 2920000.438866; cout = 6205711817.564001
a = 3572574.725709; b = 2930000.538961; cout = 7184111332.424661
a = 3572576.177577; b = 2940000.639056; cout = 8363273197.665895
a = 3572538.132335; b = 2949999.092711; cout = 9703413888.157015
a = 3573562.614351; b = 2819999.583247; cout = 4973918234.040542
a = 3573564.066220; b = 2829999.683342; cout = 4236483460.047493
a = 3573565.518088; b = 2839999.783437; cout = 3699811036.434254
a = 3573566.969957; b = 2849999.883532; cout = 3363900963.201551
a = 3573568.421826; b = 2859999.983627; cout = 3228753240.348994
a = 3573569.873694; b = 2870000.083722; cout = 3294367867.877740
a = 3573571.325563; b = 2880000.183817; cout = 3560744845.787109
a = 3573572.777432; b = 2890000.283913; cout = 4027884174.077466
a = 3573574.229300; b = 2900000.384008; cout = 4695785852.747891
a = 3573575.681169; b = 2910000.484103; cout = 5564449881.799075
a = 3573577.133038; b = 2920000.584198; cout = 6633876261.230988
a = 3574565.021680; b = 2809999.628484; cout = 3705022277.913041
a = 3574566.473548; b = 2819999.728579; cout = 3058614368.491401
a = 3574567.925417; b = 2829999.828674; cout = 2612968809.449354
a = 3574569.377286; b = 2839999.928769; cout = 2368085600.787950
a = 3574570.829154; b = 2850000.028864; cout = 2323964742.507301
a = 3574572.281023; b = 2860000.128959; cout = 2480606234.607163
a = 3574573.732892; b = 2870000.229054; cout = 2838010077.088205
a = 3574575.184760; b = 2880000.329150; cout = 3396176269.949180
a = 3574576.636629; b = 2890000.429245; cout = 4155104813.191267
a = 3574578.088498; b = 2900000.529340; cout = 5114795706.813876
a = 3575595.919430; b = 2790001.875574; cout = 3326401146.840083
a = 3575567.429009; b = 2799999.673721; cout = 2627734082.567481
a = 3575568.880877; b = 2809999.773816; cout = 2072353037.715302
a = 3575570.332746; b = 2819999.873911; cout = 1717734343.244431
a = 3575571.784615; b = 2829999.974006; cout = 1563877999.154355
a = 3575573.236483; b = 2840000.074101; cout = 1610784005.444867
a = 3575574.688352; b = 2850000.174196; cout = 1858452362.116175
a = 3575576.140221; b = 2860000.274292; cout = 2306883069.168280
a = 3575577.592089; b = 2870000.374387; cout = 2956076126.600637
a = 3576568.384469; b = 2779999.618863; cout = 2407170178.658885
a = 3576569.836337; b = 2789999.718958; cout = 1742053647.998397
a = 3576571.288206; b = 2799999.819053; cout = 1277699467.717803
a = 3576572.740075; b = 2809999.919148; cout = 1014107637.818433
a = 3576574.191943; b = 2820000.019243; cout = 951278158.299740
a = 3576575.643812; b = 2830000.119338; cout = 1089211029.161681
a = 3576577.095681; b = 2840000.219433; cout = 1427906250.404404
a = 3576578.547549; b = 2850000.319529; cout = 1967363822.027441
a = 3577570.791798; b = 2769999.664100; cout = 1622070640.299351
a = 3577572.243666; b = 2779999.764195; cout = 1047980974.209744
a = 3577573.695535; b = 2789999.864290; cout = 674653658.500432
a = 3577575.147404; b = 2799999.964385; cout = 502088693.172511
a = 3577576.599272; b = 2810000.064480; cout = 530286078.225006
a = 3577578.051141; b = 2820000.164575; cout = 759245813.658090
a = 3577532.113246; b = 2829998.289286; cout = 1171238573.699185
a = 3578573.199127; b = 2759999.709337; cout = 1028578862.718456
a = 3578574.650995; b = 2769999.809432; cout = 545516061.200410
a = 3578576.102864; b = 2779999.909527; cout = 263215610.062433
a = 3578577.554733; b = 2790000.009622; cout = 181677509.305457
a = 3578579.006601; b = 2800000.109717; cout = 300901758.929147
a = 3579574.154587; b = 2739999.654479; cout = 1219493133.244217
a = 3579575.606455; b = 2749999.754574; cout = 626694845.916593
a = 3579577.058324; b = 2759999.854669; cout = 234658908.969708
a = 3579578.510193; b = 2769999.954764; cout = 43385322.403484
a = 3579579.962061; b = 2780000.054859; cout = 52874086.217719
a = 3580576.561916; b = 2729999.699716; cout = 918190012.651566
a = 3580578.013784; b = 2739999.799811; cout = 416418589.894469
a = 3580579.465653; b = 2749999.899906; cout = 115409517.519058
a = 3581578.969244; b = 2719999.744953; cout = 808494652.837038
a = 3581580.421113; b = 2729999.845048; cout = 397750094.651641
a = 3582579.924705; b = 2699999.690095; cout = 1410887097.796533
a = 3582533.986809; b = 2709997.814806; cout = 902574752.404854
