a = 3334018.074881; b = 5938374.998894; cout = 5650073666132.387695
a = 3501891.136393; b = 3866852.214637; cout = 3031874927804.022949
a = 3501892.568576; b = 3876716.724786; cout = 3037785351602.474609
a = 3501894.000759; b = 3886581.234935; cout = 3043891130443.239746
a = 3501895.432942; b = 3896445.745085; cout = 3050192264326.320312
a = 3501896.865125; b = 3906310.255234; cout = 3056688753251.729980
a = 3501898.297308; b = 3916174.765383; cout = 3063380597219.451660
a = 3501899.729491; b = 3926039.275533; cout = 3070267796229.491699
a = 3501901.161674; b = 3935903.785682; cout = 3077350350281.845215
a = 3501902.593857; b = 3945768.295832; cout = 3084628259376.516113
a = 3501904.026040; b = 3955632.805981; cout = 3092101523513.506836
a = 3501905.458223; b = 3965497.316130; cout = 3099770142692.813477
a = 3501906.890406; b = 3975361.826280; cout = 3107634116914.446777
a = 3501908.322589; b = 3985226.336429; cout = 3115693446178.380859
a = 3501865.356056; b = 3995089.201444; cout = 467645042785.114990
a = 3501822.381918; b = 4004952.066073; cout = 469968649914.630920
a = 3501823.814101; b = 4014816.576222; cout = 472087526865.166443
a = 3501825.246284; b = 4024681.086371; cout = 474401758858.018005
a = 3501826.678467; b = 4034545.596521; cout = 476911345893.187195
a = 3501828.110650; b = 4044410.106670; cout = 479616287970.676514
a = 3501829.542833; b = 4054274.616819; cout = 482516585090.484070
a = 3501830.975016; b = 4064139.126969; cout = 485612237252.614380
a = 3501832.407199; b = 4074003.637118; cout = 488903244457.051758
a = 3501833.839382; b = 4083868.147267; cout = 492389606703.813232
a = 3501835.271565; b = 4093732.657417; cout = 496071323992.889465
a = 3501836.703748; b = 4103597.167566; cout = 499948396324.295471
a = 3501838.135931; b = 4113461.677716; cout = 504020823698.006775
a = 3501839.568114; b = 4123326.187865; cout = 508288606114.037170
a = 3501841.000297; b = 4133190.698014; cout = 512751743572.389221
a = 3501842.432480; b = 4143055.208164; cout = 517410236073.050964
a = 3501843.864663; b = 4152919.718313; cout = 522264083616.043701
a = 3501845.296846; b = 4162784.228462; cout = 527313286201.348999
a = 3501846.729029; b = 4172648.738612; cout = 532557843828.974365
a = 3501848.161212; b = 4182513.248761; cout = 537997756498.909607
a = 3501849.593395; b = 4192377.758911; cout = 543633024211.170593
a = 3501851.025578; b = 4202242.269060; cout = 549463646965.749207
a = 3501852.457761; b = 4212106.779209; cout = 555489624762.642822
a = 3501853.889944; b = 4221971.289359; cout = 561710957601.850952
a = 3501855.322127; b = 4231835.799508; cout = 568127645483.381348
a = 3501856.754310; b = 4241700.309657; cout = 574739688407.230103
a = 3501858.186493; b = 4251564.819807; cout = 581547086373.395630
a = 3501859.618676; b = 4261429.329956; cout = 588549839381.878784
a = 3501861.050859; b = 4271293.840106; cout = 595747947432.679810
a = 3501862.483042; b = 4281158.350255; cout = 603141410525.797974
a = 3501863.915225; b = 4291022.860404; cout = 610730228661.235474
a = 3501865.347407; b = 4300887.370554; cout = 618514401838.992798
a = 3501866.779590; b = 4310751.880703; cout = 626493930059.063843
a = 3501868.211773; b = 4320616.390852; cout = 634668813321.453369
a = 3501869.643956; b = 4330480.901002; cout = 643039051626.164062
a = 3501871.076139; b = 4340345.411151; cout = 651604644973.189941
a = 3501872.508322; b = 4350209.921300; cout = 660365593362.533325
a = 3501873.940505; b = 4360074.431450; cout = 669321896794.195557
a = 3501875.372688; b = 4369938.941599; cout = 678473555268.173584
a = 3501876.804871; b = 4379803.451749; cout = 687820568784.474854
a = 3501878.237054; b = 4389667.961898; cout = 697362937343.090942
a = 3501866.510996; b = 4399531.157148; cout = 707063525582.053833
a = 3501848.210531; b = 4409393.695188; cout = 3388976585434.331055
a = 3501849.642714; b = 4419258.205337; cout = 3392607326241.937500
a = 3501851.074897; b = 4429122.715487; cout = 3396433422091.862305
a = 3501852.507080; b = 4438987.225636; cout = 3400454872984.107422
a = 3501853.939263; b = 4448851.735785; cout = 3404671678918.666992
a = 3501855.371446; b = 4458716.245935; cout = 3409083839895.545898
a = 3501856.803629; b = 4468580.756084; cout = 3413691355914.745605
a = 3501858.235812; b = 4478445.266234; cout = 3418494226976.256348
a = 3501859.667995; b = 4488309.776383; cout = 3423492453080.088379
a = 3501861.100178; b = 4498174.286532; cout = 3428686034226.241211
a = 3501862.532361; b = 4508038.796682; cout = 3434074970414.709961
a = 3501863.964544; b = 4517903.306831; cout = 3439659261645.492188
a = 3501865.396727; b = 4527767.816980; cout = 3445438907918.599121
a = 3501866.828910; b = 4537632.327130; cout = 3451413909234.022461
a = 3501868.261092; b = 4547496.837279; cout = 3457584265591.761230
a = 3501869.693275; b = 4557361.347428; cout = 3463949976991.816895
a = 3501871.125458; b = 4567225.857578; cout = 3470511043434.192871
a = 3501872.557641; b = 4577090.367727; cout = 3477267464918.892090
a = 3501873.989824; b = 4586954.877877; cout = 3484219241445.902832
a = 3501875.422007; b = 4596819.388026; cout = 3491366373015.229004
a = 3501876.854190; b = 4606683.898175; cout = 3498708859626.877930
a = 3501878.286373; b = 4616548.408325; cout = 3506246701280.840820
a = 3501879.718556; b = 4626412.918474; cout = 3513979897977.125977
a = 3501881.150739; b = 4636277.428623; cout = 3521908449715.728027
a = 3501866.786332; b = 4646141.280311; cout = 3529979597200.419434
a = 3511747.909462; b = 3620240.893085; cout = 2954267320740.810547
a = 3511749.341645; b = 3630105.403235; cout = 2958130331186.217773
a = 3511750.773828; b = 3639969.913384; cout = 2962188696673.938965
a = 3511752.206011; b = 3649834.423533; cout = 2966442417203.986328
a = 3511753.638194; b = 3659698.933683; cout = 2970891492776.345215
a = 3511755.070377; b = 3669563.443832; cout = 2975535923391.020508
a = 3511756.502560; b = 3679427.953982; cout = 2980375709048.028320
a = 3511757.934743; b = 3689292.464131; cout = 2985410849747.336426
a = 3511759.366926; b = 3699156.974280; cout = 2990641345488.965332
a = 3511760.799109; b = 3709021.484430; cout = 2996067196272.918945
a = 3511762.231292; b = 3718885.994579; cout = 3001688402099.193848
a = 3511728.141456; b = 3728749.188466; cout = 351346694766.123657
a = 3511676.290621; b = 3738611.724222; cout = 351424542025.730469
a = 3511677.722804; b = 3748476.234372; cout = 351105295538.580994
a = 3511679.154987; b = 3758340.744521; cout = 350981404093.761597
a = 3511680.587170; b = 3768205.254671; cout = 351052867691.249634
a = 3511682.019353; b = 3778069.764820; cout = 351319686331.063110
a = 3511683.451536; b = 3787934.274969; cout = 351781860013.193665
a = 3511684.883719; b = 3797798.785119; cout = 352439388737.646606
a = 3511686.315902; b = 3807663.295268; cout = 353292272504.410278
a = 3511687.748085; b = 3817527.805417; cout = 354340511313.490662
a = 3511689.180268; b = 3827392.315567; cout = 355584105164.893250
a = 3511690.612451; b = 3837256.825716; cout = 357023054058.614136
a = 3511692.044634; b = 3847121.335866; cout = 358657357994.646118
a = 3511693.476817; b = 3856985.846015; cout = 360487016973.005737
a = 3511694.909000; b = 3866850.356164; cout = 362512030993.683411
a = 3511696.341183; b = 3876714.866314; cout = 364732400056.681885
a = 3511697.773366; b = 3886579.376463; cout = 367148124161.986206
a = 3511699.205549; b = 3896443.886612; cout = 369759203309.613220
a = 3511700.637732; b = 3906308.396762; cout = 372565637499.556274
a = 3511702.069915; b = 3916172.906911; cout = 375567426731.821228
a = 3511703.502098; b = 3926037.417061; cout = 378764571006.399597
a = 3511704.934281; b = 3935901.927210; cout = 382157070323.299255
a = 3511706.366464; b = 3945766.437359; cout = 385744924682.514526
a = 3511707.798647; b = 3955630.947509; cout = 389528134084.055359
a = 3511709.230830; b = 3965495.457658; cout = 393506698527.904602
a = 3511710.663013; b = 3975359.967807; cout = 397680618014.079712
a = 3511712.095196; b = 3985224.477957; cout = 402049892542.564697
a = 3511713.527379; b = 3995088.988106; cout = 406614522113.371399
a = 3511714.959561; b = 4004953.498256; cout = 411374506726.494019
a = 3511716.391744; b = 4014818.008405; cout = 416329846381.937805
a = 3511717.823927; b = 4024682.518554; cout = 421480541079.698181
a = 3511719.256110; b = 4034547.028704; cout = 426826590819.780151
a = 3511720.688293; b = 4044411.538853; cout = 432367995602.173096
a = 3511722.120476; b = 4054276.049002; cout = 438104755426.889709
a = 3511723.552659; b = 4064140.559152; cout = 444036870293.921509
a = 3511724.984842; b = 4074005.069301; cout = 450164340203.272766
a = 3511726.417025; b = 4083869.579450; cout = 456487165154.935913
a = 3511727.849208; b = 4093734.089600; cout = 463005345148.923828
a = 3511729.281391; b = 4103598.599749; cout = 469718880185.231018
a = 3511730.713574; b = 4113463.109899; cout = 476627770263.850037
a = 3511732.145757; b = 4123327.620048; cout = 483732015384.788452
a = 3511733.577940; b = 4133192.130197; cout = 491031615548.047607
a = 3511735.010123; b = 4143056.640347; cout = 498526570753.623413
a = 3511736.442306; b = 4152921.150496; cout = 506216881001.514771
a = 3511737.874489; b = 4162785.660645; cout = 514102546291.724792
a = 3511739.306672; b = 4172650.170795; cout = 522183566624.257874
a = 3511740.738855; b = 4182514.680944; cout = 530459941999.103821
a = 3511742.171038; b = 4192379.191094; cout = 538931672416.269653
a = 3511743.603221; b = 4202243.701243; cout = 547598757875.751709
a = 3511745.035404; b = 4212108.211392; cout = 556461198377.553223
a = 3511746.467587; b = 4221972.721542; cout = 565518993921.669312
a = 3511747.899770; b = 4231837.231691; cout = 574772144508.108887
a = 3511749.331953; b = 4241701.741840; cout = 584220650136.863037
a = 3511750.764136; b = 4251566.251990; cout = 593864510807.932983
a = 3511752.196319; b = 4261430.762139; cout = 603703726521.320435
a = 3511753.628502; b = 4271295.272289; cout = 613738297277.028687
a = 3511755.060685; b = 4281159.782438; cout = 623968223075.056641
a = 3511756.492868; b = 4291024.292587; cout = 634393503915.396484
a = 3511731.613282; b = 4300886.173178; cout = 3323283392125.480957
a = 3511726.466344; b = 4310750.025877; cout = 3327608545986.606934
a = 3511727.898527; b = 4320614.536027; cout = 3332122199075.942871
a = 3511729.330710; b = 4330479.046176; cout = 3336831207207.594727
a = 3511730.762893; b = 4340343.556325; cout = 3341735570381.568848
a = 3511732.195076; b = 4350208.066475; cout = 3346835288597.856934
a = 3511733.627259; b = 4360072.576624; cout = 3352130361856.460938
a = 3511735.059442; b = 4369937.086773; cout = 3357620790157.381836
a = 3511736.491625; b = 4379801.596923; cout = 3363306573500.628418
a = 3511737.923808; b = 4389666.107072; cout = 3369187711886.186035
a = 3511739.355991; b = 4399530.617222; cout = 3375264205314.064453
a = 3511724.998347; b = 4409394.469254; cout = 3381503059088.061523
a = 3521598.168012; b = 3462411.147137; cout = 3474362076573.002930
a = 3521572.957416; b = 3472274.670025; cout = 3478036120152.773926
a = 3521574.389599; b = 3482139.180174; cout = 3481781529793.396973
a = 3521571.540463; b = 3492003.361278; cout = 3485738494660.529297
a = 3521534.495873; b = 3501864.912821; cout = 270222732728.686920
a = 3521535.928056; b = 3511729.422970; cout = 268051427930.810669
a = 3521537.360239; b = 3521593.933119; cout = 266075478175.264771
a = 3521538.792422; b = 3531458.443269; cout = 264294883462.046173
a = 3521540.224605; b = 3541322.953418; cout = 262709643791.129486
a = 3521541.656788; b = 3551187.463567; cout = 261319759162.541779
a = 3521543.088971; b = 3561051.973717; cout = 260125229576.271759
a = 3521544.521154; b = 3570916.483866; cout = 259126055032.317657
a = 3521545.953337; b = 3580780.994016; cout = 258322235530.668365
a = 3521547.385520; b = 3590645.504165; cout = 257713771071.343781
a = 3521548.817703; b = 3600510.014314; cout = 257300661654.344757
a = 3521550.249886; b = 3610374.524464; cout = 257082907279.668396
a = 3521551.682069; b = 3620239.034613; cout = 257060507947.290100
a = 3521553.114252; b = 3630103.544762; cout = 257233463657.242157
a = 3521554.546435; b = 3639968.054912; cout = 257601774409.509888
a = 3521555.978618; b = 3649832.565061; cout = 258165440204.104431
a = 3521557.410801; b = 3659697.075211; cout = 258924461041.002747
a = 3521558.842984; b = 3669561.585360; cout = 259878836920.218658
a = 3521560.275167; b = 3679426.095509; cout = 261028567841.765747
a = 3521561.707350; b = 3689290.605659; cout = 262373653805.623932
a = 3521563.139533; b = 3699155.115808; cout = 263914094811.797974
a = 3521564.571716; b = 3709019.625957; cout = 265649890860.286346
a = 3521566.003898; b = 3718884.136107; cout = 267581041951.104523
a = 3521567.436081; b = 3728748.646256; cout = 269707548084.236725
a = 3521568.868264; b = 3738613.156405; cout = 272029409259.679871
a = 3521570.300447; b = 3748477.666555; cout = 274546625477.444122
a = 3521571.732630; b = 3758342.176704; cout = 277259196737.531006
a = 3521573.164813; b = 3768206.686854; cout = 280167123039.933777
a = 3521574.596996; b = 3778071.197003; cout = 283270404384.648071
a = 3521576.029179; b = 3787935.707152; cout = 286569040771.688110
a = 3521577.461362; b = 3797800.217302; cout = 290063032201.043396
a = 3521578.893545; b = 3807664.727451; cout = 293752378672.717407
a = 3521580.325728; b = 3817529.237600; cout = 297637080186.704407
a = 3521581.757911; b = 3827393.747750; cout = 301717136743.013245
a = 3521583.190094; b = 3837258.257899; cout = 305992548341.639221
a = 3521584.622277; b = 3847122.768049; cout = 310463314982.588684
a = 3521586.054460; b = 3856987.278198; cout = 315129436665.846741
a = 3521587.486643; b = 3866851.788347; cout = 319990913391.428772
a = 3521588.918826; b = 3876716.298497; cout = 325047745159.326843
a = 3521590.351009; b = 3886580.808646; cout = 330299931969.545227
a = 3521591.783192; b = 3896445.318795; cout = 335747473822.077209
a = 3521593.215375; b = 3906309.828945; cout = 341390370716.930603
a = 3521594.647558; b = 3916174.339094; cout = 347228622654.100525
a = 3521596.079741; b = 3926038.849244; cout = 353262229633.589539
a = 3521597.511924; b = 3935903.359393; cout = 359491191655.392151
a = 3521598.944107; b = 3945767.869542; cout = 365915508719.518860
a = 3521600.376290; b = 3955632.379692; cout = 372535180825.961853
a = 3521601.808473; b = 3965496.889841; cout = 379350207974.720032
a = 3521603.240656; b = 3975361.399990; cout = 386360590165.794739
a = 3521604.672839; b = 3985225.910140; cout = 393566327399.193298
a = 3521606.105022; b = 3995090.420289; cout = 400967419674.905640
a = 3521607.537205; b = 4004954.930438; cout = 408563866992.939331
a = 3521608.969388; b = 4014819.440588; cout = 416355669353.286865
a = 3521610.401571; b = 4024683.950737; cout = 424342826755.954712
a = 3521611.833754; b = 4034548.460887; cout = 432525339200.938721
a = 3521613.265937; b = 4044412.971036; cout = 440903206688.242371
a = 3521614.698120; b = 4054277.481185; cout = 449476429217.862244
a = 3521616.130303; b = 4064141.991335; cout = 458245006789.803284
a = 3521617.562486; b = 4074006.501484; cout = 467208939404.059692
a = 3521618.994669; b = 4083871.011633; cout = 476368227060.634521
a = 3521620.426852; b = 4093735.521783; cout = 485722869759.523071
a = 3521621.859035; b = 4103600.031932; cout = 495272867500.739258
a = 3521623.291218; b = 4113464.542082; cout = 505018220284.263367
a = 3521624.723401; b = 4123329.052231; cout = 514958928110.113342
a = 3521626.155584; b = 4133193.562380; cout = 525094990978.273865
a = 3521627.587767; b = 4143058.072530; cout = 535426408888.758606
a = 3521629.019950; b = 4152922.582679; cout = 545953181841.559692
a = 3521630.452133; b = 4162787.092828; cout = 556675309836.675903
a = 3521592.418779; b = 4172649.958144; cout = 3803571283600.520020
a = 3521554.378664; b = 4182512.823115; cout = 3808492817089.435547
a = 3521555.810847; b = 4192377.333265; cout = 3813279579458.638184
a = 3521553.949698; b = 4202241.514497; cout = 3818286341081.326660
a = 3531460.955949; b = 3196071.134287; cout = 3357304741961.259277
a = 3531426.866119; b = 3205934.328175; cout = 3358656908978.889160
a = 3531428.298302; b = 3215798.838324; cout = 3359964195181.828125
a = 3531429.730485; b = 3225663.348473; cout = 3361466836427.102051
a = 3531431.162668; b = 3235527.858623; cout = 3363164832714.692383
a = 3531432.594851; b = 3245392.368772; cout = 3365058184044.594727
a = 3531434.027034; b = 3255256.878922; cout = 3367146890416.811035
a = 3531435.459217; b = 3265121.389071; cout = 3369430951831.351074
a = 3531436.891400; b = 3274985.899220; cout = 3371910368288.210449
a = 3531438.323583; b = 3284850.409370; cout = 3374585139787.385254
a = 3531439.755766; b = 3294714.919519; cout = 3377455266328.877441
a = 3531441.187949; b = 3304579.429668; cout = 3380520747912.686035
a = 3531442.620132; b = 3314443.939818; cout = 3383781584538.816895
a = 3531444.052315; b = 3324308.449967; cout = 3387237776207.265625
a = 3531445.484498; b = 3334172.960117; cout = 3390889322918.026367
a = 3531446.916681; b = 3344037.470266; cout = 3394736224671.109863
a = 3531448.348864; b = 3353901.980415; cout = 3398778481466.513672
a = 3531445.499728; b = 3363766.161519; cout = 3403024100030.612305
a = 3531408.455138; b = 3373627.713062; cout = 187666254558.831879
a = 3531409.887321; b = 3383492.223211; cout = 185791796915.750214
a = 3531411.319504; b = 3393356.733360; cout = 184112694314.972321
a = 3531412.751687; b = 3403221.243510; cout = 182628946756.513367
a = 3531414.183870; b = 3413085.753659; cout = 181340554240.380005
a = 3531415.616052; b = 3422950.263809; cout = 180247516766.572601
a = 3531417.048235; b = 3432814.773958; cout = 179349834335.058563
a = 3531418.480418; b = 3442679.284107; cout = 178647506945.875122
a = 3531419.912601; b = 3452543.794257; cout = 178140534599.006439
a = 3531421.344784; b = 3462408.304406; cout = 177828917294.462433
a = 3531422.776967; b = 3472272.814555; cout = 177712655032.234955
a = 3531424.209150; b = 3482137.324705; cout = 177791747812.326691
a = 3531425.641333; b = 3492001.834854; cout = 178066195634.730347
a = 3531427.073516; b = 3501866.345004; cout = 178535998499.454681
a = 3531428.505699; b = 3511730.855153; cout = 179201156406.489258
a = 3531429.937882; b = 3521595.365302; cout = 180061669355.853363
a = 3531431.370065; b = 3531459.875452; cout = 181117537347.531860
a = 3531432.802248; b = 3541324.385601; cout = 182368760381.529999
a = 3531434.234431; b = 3551188.895750; cout = 183815338457.839569
a = 3531435.666614; b = 3561053.405900; cout = 185457271576.474243
a = 3531437.098797; b = 3570917.916049; cout = 187294559737.425293
a = 3531438.530980; b = 3580782.426199; cout = 189327202940.692444
a = 3531439.963163; b = 3590646.936348; cout = 191555201186.278992
a = 3531441.395346; b = 3600511.446497; cout = 193978554474.178375
a = 3531442.827529; b = 3610375.956647; cout = 196597262804.401306
a = 3531444.259712; b = 3620240.466796; cout = 199411326176.942169
a = 3531445.691895; b = 3630104.976945; cout = 202420744591.798065
a = 3531447.124078; b = 3639969.487095; cout = 205625518048.973358
a = 3531448.556261; b = 3649833.997244; cout = 209025646548.467621
a = 3531449.988444; b = 3659698.507393; cout = 212621130090.280365
a = 3531451.420627; b = 3669563.017543; cout = 216411968674.405884
a = 3531452.852810; b = 3679427.527692; cout = 220398162300.852081
a = 3531454.284993; b = 3689292.037842; cout = 224579710969.617767
a = 3531455.717176; b = 3699156.547991; cout = 228956614680.701355
a = 3531457.149359; b = 3709021.058140; cout = 233528873434.100372
a = 3531458.581542; b = 3718885.568290; cout = 238296487229.819458
a = 3531460.013725; b = 3728750.078439; cout = 243259456067.856110
a = 3531461.445908; b = 3738614.588588; cout = 248417779948.210938
a = 3531462.878091; b = 3748479.098738; cout = 253771458870.881531
a = 3531464.310274; b = 3758343.608887; cout = 259320492835.873108
a = 3531465.742457; b = 3768208.119037; cout = 265064881843.180328
a = 3531467.174640; b = 3778072.629186; cout = 271004625892.806976
a = 3531468.606823; b = 3787937.139335; cout = 277139724984.748413
a = 3531470.039006; b = 3797801.649485; cout = 283470179119.012146
a = 3531471.471189; b = 3807666.159634; cout = 289995988295.591248
a = 3531472.903372; b = 3817530.669783; cout = 296717152514.490051
a = 3531474.335555; b = 3827395.179933; cout = 303633671775.705322
a = 3531475.767738; b = 3837259.690082; cout = 310745546079.239624
a = 3531477.199921; b = 3847124.200232; cout = 318052775425.090088
a = 3531478.632104; b = 3856988.710381; cout = 325555359813.259827
a = 3531480.064287; b = 3866853.220530; cout = 333253299243.745239
a = 3531481.496470; b = 3876717.730680; cout = 341146593716.553162
a = 3531482.928653; b = 3886582.240829; cout = 349235243231.670959
a = 3531484.360836; b = 3896446.750978; cout = 357519247789.115845
a = 3531485.793018; b = 3906311.261128; cout = 365998607388.877625
a = 3531487.225201; b = 3916175.771277; cout = 374673322030.956421
a = 3531488.657384; b = 3926040.281426; cout = 383543391715.348022
a = 3531458.512177; b = 3935903.475456; cout = 392413141043.929382
a = 3531412.583916; b = 3945766.011713; cout = 3631834231731.823242
a = 3531414.016099; b = 3955630.521863; cout = 3634768935790.298340
a = 3531415.448282; b = 3965495.032012; cout = 3637898994891.085449
a = 3531416.880465; b = 3975359.542162; cout = 3641224409034.195801
a = 3531418.312648; b = 3985224.052311; cout = 3644745178219.599609
a = 3531419.744831; b = 3995088.562460; cout = 3648461302447.344727
a = 3531421.177014; b = 4004953.072610; cout = 3652372781717.397461
a = 3531422.609197; b = 4014817.582759; cout = 3656479616029.782227
a = 3531424.041380; b = 4024682.092908; cout = 3660781805384.469727
a = 3531425.473563; b = 4034546.603058; cout = 3665279349781.484375
a = 3531426.905746; b = 4044411.113207; cout = 3669972249220.807129
a = 3531428.337929; b = 4054275.623357; cout = 3674860503702.461426
a = 3531429.770112; b = 4064140.133506; cout = 3679944113226.417480
a = 3531431.202295; b = 4074004.643655; cout = 3685223077792.703125
a = 3531432.634478; b = 4083869.153805; cout = 3690697397401.298340
a = 3531434.066661; b = 4093733.663954; cout = 3696367072052.218750
a = 3531432.205512; b = 4103597.845186; cout = 3702247588690.310547
a = 3541280.774822; b = 2939593.986325; cout = 3284306041044.361328
a = 3541282.207005; b = 2949458.496474; cout = 3283175203809.635742
a = 3541283.639188; b = 2959323.006623; cout = 3282239721617.225098
a = 3541285.071371; b = 2969187.516773; cout = 3281499594467.138672
a = 3541286.503554; b = 2979052.026922; cout = 3280954822359.366699
a = 3541287.935737; b = 2988916.537072; cout = 3280605405293.905762
a = 3541289.367920; b = 2998781.047221; cout = 3280451343270.767578
a = 3541290.800103; b = 3008645.557370; cout = 3280492636289.946777
a = 3541292.232286; b = 3018510.067520; cout = 3280729284351.442383
a = 3541293.664469; b = 3028374.577669; cout = 3281161287455.264648
a = 3541295.096652; b = 3038239.087818; cout = 3281788645601.399414
a = 3541296.528835; b = 3048103.597968; cout = 3282611358789.852051
a = 3541297.961018; b = 3057968.108117; cout = 3283629427020.627441
a = 3541299.393201; b = 3067832.618267; cout = 3284842850293.712891
a = 3541300.825384; b = 3077697.128416; cout = 3286251628609.117676
a = 3541302.257567; b = 3087561.638565; cout = 3287855761966.833008
a = 3541303.689750; b = 3097426.148715; cout = 3289655250366.883789
a = 3541305.121933; b = 3107290.658864; cout = 3291650093809.239258
a = 3541306.554115; b = 3117155.169013; cout = 3293840292293.916992
a = 3541307.986298; b = 3127019.679163; cout = 3296225845820.913086
a = 3541309.418481; b = 3136884.189312; cout = 3298806754390.227051
a = 3541310.850664; b = 3146748.699461; cout = 3301583018001.859375
a = 3541312.282847; b = 3156613.209611; cout = 3304554636655.804199
a = 3541313.715030; b = 3166477.719760; cout = 3307721610352.072754
a = 3541315.147213; b = 3176342.229910; cout = 3311083939090.658691
a = 3541316.579396; b = 3186206.740059; cout = 3314641622871.560059
a = 3541318.011579; b = 3196071.250208; cout = 3318394661694.779297
a = 3541319.443762; b = 3205935.760358; cout = 3322343055560.318359
a = 3541320.875945; b = 3215800.270507; cout = 3326486804468.172363
a = 3541322.308128; b = 3225664.780656; cout = 3330825908418.346680
a = 3541319.458992; b = 3235528.961760; cout = 3335360180679.410645
a = 3541282.414402; b = 3245390.513303; cout = 120160251667.709732
a = 3541283.846585; b = 3255255.023452; cout = 118582641179.392288
a = 3541285.278768; b = 3265119.533602; cout = 117200385733.389297
a = 3541286.710951; b = 3274984.043751; cout = 116013485329.708359
a = 3541288.143134; b = 3284848.553900; cout = 115021939968.347809
a = 3541289.575317; b = 3294713.064050; cout = 114225749649.306183
a = 3541291.007500; b = 3304577.574199; cout = 113624914372.575470
a = 3541292.439683; b = 3314442.084348; cout = 113219434138.169113
a = 3541293.871866; b = 3324306.594498; cout = 113009308946.070831
a = 3541295.304049; b = 3334171.104647; cout = 112994538796.300491
a = 3541296.736232; b = 3344035.614797; cout = 113175123688.845444
a = 3541298.168415; b = 3353900.124946; cout = 113551063623.709610
a = 3541299.600598; b = 3363764.635095; cout = 114122358600.886230
a = 3541301.032781; b = 3373629.145245; cout = 114889008620.386719
a = 3541302.464964; b = 3383493.655394; cout = 115851013682.202927
a = 3541303.897147; b = 3393358.165543; cout = 117008373786.337311
a = 3541305.329330; b = 3403222.675693; cout = 118361088932.785492
a = 3541306.761513; b = 3413087.185842; cout = 119909159121.555862
a = 3541308.193696; b = 3422951.695992; cout = 121652584352.642517
a = 3541309.625879; b = 3432816.206141; cout = 123591364626.052979
a = 3541311.058062; b = 3442680.716290; cout = 125725499941.771835
a = 3541312.490245; b = 3452545.226440; cout = 128054990299.813080
a = 3541313.922428; b = 3462409.736589; cout = 130579835700.175278
a = 3541315.354611; b = 3472274.246738; cout = 133300036142.853348
a = 3541316.786794; b = 3482138.756888; cout = 136215591627.846741
a = 3541318.218977; b = 3492003.267037; cout = 139326502155.159119
a = 3541319.651160; b = 3501867.777187; cout = 142632767724.790863
a = 3541321.083343; b = 3511732.287336; cout = 146134388336.740753
a = 3541322.515526; b = 3521596.797485; cout = 149831363991.006073
a = 3541323.947709; b = 3531461.307635; cout = 153723694687.591400
a = 3541325.379892; b = 3541325.817784; cout = 157811380426.493866
a = 3541326.812075; b = 3551190.327933; cout = 162094421207.715607
a = 3541328.244258; b = 3561054.838083; cout = 166572817031.252594
a = 3541329.676441; b = 3570919.348232; cout = 171246567897.110718
a = 3541331.108624; b = 3580783.858381; cout = 176115673805.282806
a = 3541332.540807; b = 3590648.368531; cout = 181180134755.776337
a = 3541333.972990; b = 3600512.878680; cout = 186439950748.586975
a = 3541335.405172; b = 3610377.388830; cout = 191895121783.717255
a = 3541336.837355; b = 3620241.898979; cout = 197545647861.161072
a = 3541338.269538; b = 3630106.409128; cout = 203391528980.925598
a = 3541339.701721; b = 3639970.919278; cout = 209432765143.004822
a = 3541341.133904; b = 3649835.429427; cout = 215669356347.406738
a = 3541342.566087; b = 3659699.939576; cout = 222101302594.120819
a = 3541343.998270; b = 3669564.449726; cout = 228728603883.157288
a = 3541345.430453; b = 3679428.959875; cout = 235551260214.511566
a = 3541346.862636; b = 3689293.470025; cout = 242569271588.187714
a = 3541324.607830; b = 3699156.992883; cout = 249665419275.009430
a = 3541270.789168; b = 3709019.200312; cout = 3487333444368.389648
a = 3541272.221351; b = 3718883.710461; cout = 3488416090116.131348
a = 3541273.653534; b = 3728748.220610; cout = 3489694090906.195801
a = 3541275.085717; b = 3738612.730760; cout = 3491167446738.568359
a = 3541276.517900; b = 3748477.240909; cout = 3492836157613.268066
a = 3541277.950083; b = 3758341.751058; cout = 3494700223530.278809
a = 3541279.382266; b = 3768206.261208; cout = 3496759644489.613770
a = 3541280.814449; b = 3778070.771357; cout = 3499014420491.268555
a = 3541282.246632; b = 3787935.281506; cout = 3501464551535.234863
a = 3541283.678815; b = 3797799.791656; cout = 3504110037621.522461
a = 3541285.110998; b = 3807664.301805; cout = 3506950878750.128418
a = 3541286.543181; b = 3817528.811955; cout = 3509987074921.046387
a = 3541287.975364; b = 3827393.322104; cout = 3513218626134.296875
a = 3541289.407547; b = 3837257.832253; cout = 3516645532389.841309
a = 3541290.839730; b = 3847122.342403; cout = 3520267793687.737793
a = 3541292.271913; b = 3856986.852552; cout = 3524085410027.931152
a = 3541293.704096; b = 3866851.362701; cout = 3528098381410.452637
a = 3541295.136278; b = 3876715.872851; cout = 3532306707835.270508
a = 3541296.568461; b = 3886580.383000; cout = 3536710389302.421387
a = 3541298.000644; b = 3896444.893150; cout = 3541309425811.887207
a = 3541299.432827; b = 3906309.403299; cout = 3546103817363.672363
a = 3541300.865010; b = 3916173.913448; cout = 3551093563957.774414
a = 3541302.297193; b = 3926038.423598; cout = 3556278665594.196777
